university_name,rank,arwu_uni_link
Swedish University of Agricultural Sciences,301-400,https://www.shanghairanking.com/institution/swedish-university-of-agricultural-sciences
The University of Georgia,301-400,https://www.shanghairanking.com/institution/the-university-of-georgia
The University of Reading,301-400,https://www.shanghairanking.com/institution/the-university-of-reading
UNESP,301-400,https://www.shanghairanking.com/institution/unesp
National and Kapodistrian University of Athens,301-400,https://www.shanghairanking.com/institution/national-and-kapodistrian-university-of-athens
University College Cork,301-400,https://www.shanghairanking.com/institution/university-college-cork
University College Dublin,301-400,https://www.shanghairanking.com/institution/university-college-dublin
University of Belgrade,301-400,https://www.shanghairanking.com/institution/university-of-belgrade
University of Bergen,301-400,https://www.shanghairanking.com/institution/university-of-bergen
University of Bochum,301-400,https://www.shanghairanking.com/institution/university-of-bochum
University of Central Florida,301-400,https://www.shanghairanking.com/institution/university-of-central-florida
University of Connecticut,301-400,https://www.shanghairanking.com/institution/university-of-connecticut
University of Duisburg-Essen,301-400,https://www.shanghairanking.com/institution/university-of-duisburg-essen-1
University of Florence,301-400,https://www.shanghairanking.com/institution/university-of-florence
University of Hawaii at Manoa,301-400,https://www.shanghairanking.com/institution/university-of-hawaii-at-manoa
University of Houston,301-400,https://www.shanghairanking.com/institution/university-of-houston
University of Illinois at Chicago,301-400,https://www.shanghairanking.com/institution/university-of-illinois-at-chicago
University of Innsbruck,301-400,https://www.shanghairanking.com/institution/university-of-innsbruck
University of Kansas,301-400,https://www.shanghairanking.com/institution/university-of-kansas
University of Kentucky,301-400,https://www.shanghairanking.com/institution/university-of-kentucky
University of Leicester,301-400,https://www.shanghairanking.com/institution/university-of-leicester
University of Liege,301-400,https://www.shanghairanking.com/institution/university-of-liege
University of Lille,301-400,https://www.shanghairanking.com/institution/university-of-lille
University of Macau,301-400,https://www.shanghairanking.com/institution/university-of-macau
"University of Maryland, Baltimore",301-400,https://www.shanghairanking.com/institution/university-of-maryland-baltimore
University of Miami,301-400,https://www.shanghairanking.com/institution/university-of-miami
University of Milano-Bicocca,301-400,https://www.shanghairanking.com/institution/university-of-milano-bicocca
University of Saskatchewan,301-400,https://www.shanghairanking.com/institution/university-of-saskatchewan
University of South Florida,301-400,https://www.shanghairanking.com/institution/university-of-south-florida
University of Southern Denmark,301-400,https://www.shanghairanking.com/institution/university-of-southern-denmark
University of St Andrews,301-400,https://www.shanghairanking.com/institution/university-of-st-andrews
University of Stuttgart,301-400,https://www.shanghairanking.com/institution/university-of-stuttgart
University of Surrey,301-400,https://www.shanghairanking.com/institution/university-of-surrey
University of the Witwatersrand,301-400,https://www.shanghairanking.com/institution/university-of-the-witwatersrand
Toulouse 1 Capitole University,301-400,https://www.shanghairanking.com/institution/university-of-toulouse-1
University of Turku,301-400,https://www.shanghairanking.com/institution/university-of-turku
University of Valencia,301-400,https://www.shanghairanking.com/institution/university-of-valencia
University of Victoria,301-400,https://www.shanghairanking.com/institution/university-of-victoria
University of York,301-400,https://www.shanghairanking.com/institution/university-of-york
Vienna University of Technology,301-400,https://www.shanghairanking.com/institution/vienna-university-of-technology
Vrije Universiteit Brussel (VUB),301-400,https://www.shanghairanking.com/institution/vrije-universiteit-brussel-vub
Western Sydney University,301-400,https://www.shanghairanking.com/institution/western-sydney-university
Western University,301-400,https://www.shanghairanking.com/institution/western-university
Yangzhou University,301-400,https://www.shanghairanking.com/institution/yangzhou-university
Zhejiang University of Technology,301-400,https://www.shanghairanking.com/institution/zhejiang-university-of-technology
Albert Einstein College of Medicine,401-500,https://www.shanghairanking.com/institution/albert-einstein-college-of-medicine
Bar-Ilan University,401-500,https://www.shanghairanking.com/institution/bar-ilan-university
Chalmers University of Technology,401-500,https://www.shanghairanking.com/institution/chalmers-university-of-technology
China University of Mining and Technology - Xuzhou,401-500,https://www.shanghairanking.com/institution/china-university-of-mining-and-technology-xuzhou
China University of Petroleum (Huadong),401-500,https://www.shanghairanking.com/institution/china-university-of-petroleum-huadong
CUNY Graduate School and University Center,401-500,https://www.shanghairanking.com/institution/cuny-graduate-school-and-university-center
Drexel University,401-500,https://www.shanghairanking.com/institution/drexel-university
Eindhoven University of Technology,401-500,https://www.shanghairanking.com/institution/eindhoven-university-of-technology
Federal University of Minas Gerais,401-500,https://www.shanghairanking.com/institution/federal-university-of-minas-gerais
Georgetown University,401-500,https://www.shanghairanking.com/institution/georgetown-university
Guangzhou Medical University,401-500,https://www.shanghairanking.com/institution/guangzhou-medical-university
Guangzhou University,401-500,https://www.shanghairanking.com/institution/guangzhou-university
Hainan University,401-500,https://www.shanghairanking.com/institution/hainan-university
Hannover Medical School,401-500,https://www.shanghairanking.com/institution/hannover-medical-school
Henan University,401-500,https://www.shanghairanking.com/institution/henan-university
Hiroshima University,401-500,https://www.shanghairanking.com/institution/hiroshima-university
Hohai University,401-500,https://www.shanghairanking.com/institution/hohai-university
Humanitas University,401-500,https://www.shanghairanking.com/institution/humanitas-university
Iowa State University,401-500,https://www.shanghairanking.com/institution/iowa-state-university
Istanbul University,401-500,https://www.shanghairanking.com/institution/istanbul-university
Jagiellonian University,401-500,https://www.shanghairanking.com/institution/jagiellonian-university
King Fahd University of Petroleum & Minerals,401-500,https://www.shanghairanking.com/institution/king-fahd-university-of-petroleum-minerals
King Khalid University,401-500,https://www.shanghairanking.com/institution/king-khalid-university
Kunming University of Science and Technology,401-500,https://www.shanghairanking.com/institution/kunming-university-of-science-and-technology
Kyung Hee University,401-500,https://www.shanghairanking.com/institution/kyung-hee-university
Kyungpook National University,401-500,https://www.shanghairanking.com/institution/kyungpook-national-university
Louisiana State University - Baton Rouge,401-500,https://www.shanghairanking.com/institution/louisiana-state-university-baton-rouge
Macau University of Science and Technology,401-500,https://www.shanghairanking.com/institution/macau-university-of-science-and-technology
Masaryk University,401-500,https://www.shanghairanking.com/institution/masaryk-university
Murdoch University,401-500,https://www.shanghairanking.com/institution/murdoch-university
Nanjing Forestry University,401-500,https://www.shanghairanking.com/institution/nanjing-forestry-university
Nanjing Normal University,401-500,https://www.shanghairanking.com/institution/nanjing-normal-university
National Tsing Hua University,401-500,https://www.shanghairanking.com/institution/national-tsing-hua-university
National Yang Ming Chiao Tung University,401-500,https://www.shanghairanking.com/institution/national-yang-ming-chiao-tung-university
Northern Arizona University,401-500,https://www.shanghairanking.com/institution/northern-arizona-university
Polytechnic University of Valencia,401-500,https://www.shanghairanking.com/institution/polytechnic-university-of-valencia
Pusan National University,401-500,https://www.shanghairanking.com/institution/pusan-national-university
Renmin University of China,401-500,https://www.shanghairanking.com/institution/renmin-university-of-china
Rensselaer Polytechnic Institute,401-500,https://www.shanghairanking.com/institution/rensselaer-polytechnic-institute
Saint Petersburg State University,401-500,https://www.shanghairanking.com/institution/saint-petersburg-state-university
Sejong University,401-500,https://www.shanghairanking.com/institution/sejong-university
Shandong University of Science and Technology,401-500,https://www.shanghairanking.com/institution/shandong-university-of-science-and-technology
University of Shanghai for Science and Technology,401-500,https://www.shanghairanking.com/institution/university-of-shanghai-for-science-and-technology
South China Agricultural University,401-500,https://www.shanghairanking.com/institution/south-china-agricultural-university
South China Normal University,401-500,https://www.shanghairanking.com/institution/south-china-normal-university
Southern Medical University,401-500,https://www.shanghairanking.com/institution/southern-medical-university
Southwest Jiaotong University,401-500,https://www.shanghairanking.com/institution/southwest-jiaotong-university
Stellenbosch University,401-500,https://www.shanghairanking.com/institution/stellenbosch-university
Swansea University,401-500,https://www.shanghairanking.com/institution/swansea-university
Technical University Darmstadt,401-500,https://www.shanghairanking.com/institution/technical-university-darmstadt
Temple University,401-500,https://www.shanghairanking.com/institution/temple-university
The University of Dundee,401-500,https://www.shanghairanking.com/institution/the-university-of-dundee
"The University of Newcastle, Australia",401-500,https://www.shanghairanking.com/institution/the-university-of-newcastle-australia
Catholic University of the Sacred Heart,401-500,https://www.shanghairanking.com/institution/catholic-university-of-the-sacred-heart
Federal University of Rio Grande do Sul,401-500,https://www.shanghairanking.com/institution/federal-university-of-rio-grande-do-sul
"University of Natural Resources and Life Sciences, Vienna",401-500,https://www.shanghairanking.com/institution/university-of-natural-resources-and-life-sciences-vienna
University of South Carolina - Columbia,401-500,https://www.shanghairanking.com/institution/university-of-south-carolina-columbia-1
The University of Texas Medical Branch at Galveston,401-500,https://www.shanghairanking.com/institution/the-university-of-texas-medical-branch-at-galveston
University of Alabama at Birmingham,401-500,https://www.shanghairanking.com/institution/university-of-alabama-at-birmingham
University of Aveiro,401-500,https://www.shanghairanking.com/institution/university-of-aveiro
University of Bari,401-500,https://www.shanghairanking.com/institution/university-of-bari
University of Bath,401-500,https://www.shanghairanking.com/institution/university-of-bath
University of Campinas,401-500,https://www.shanghairanking.com/institution/university-of-campinas
University of Canterbury,401-500,https://www.shanghairanking.com/institution/university-of-canterbury
University of Chile,401-500,https://www.shanghairanking.com/institution/university-of-chile
University of Coimbra,401-500,https://www.shanghairanking.com/institution/university-of-coimbra
University of Côte d'Azur,401-500,https://www.shanghairanking.com/institution/university-of-cte-dazur
University of Essex,401-500,https://www.shanghairanking.com/institution/university-of-essex
University of Genoa,401-500,https://www.shanghairanking.com/institution/university-of-genoa
University of Jena,401-500,https://www.shanghairanking.com/institution/university-of-jena
University of Kent,401-500,https://www.shanghairanking.com/institution/university-of-kent
University of Malaya,401-500,https://www.shanghairanking.com/institution/university-of-malaya
University of Marburg,401-500,https://www.shanghairanking.com/institution/university-of-marburg
University of Minho,401-500,https://www.shanghairanking.com/institution/university-of-minho
University of Notre Dame,401-500,https://www.shanghairanking.com/institution/university-of-notre-dame
University of Oregon,401-500,https://www.shanghairanking.com/institution/university-of-oregon
University of Otago,401-500,https://www.shanghairanking.com/institution/university-of-otago
University of Oulu,401-500,https://www.shanghairanking.com/institution/university-of-oulu
University of Pavia,401-500,https://www.shanghairanking.com/institution/university-of-pavia
University of Potsdam,401-500,https://www.shanghairanking.com/institution/university-of-potsdam
University of Pretoria,401-500,https://www.shanghairanking.com/institution/university-of-pretoria
University of Regensburg,401-500,https://www.shanghairanking.com/institution/university-of-regensburg
University of Rennes,401-500,https://www.shanghairanking.com/institution/university-of-rennes-1
University of Tehran,401-500,https://www.shanghairanking.com/institution/university-of-tehran
University of the Basque Country,401-500,https://www.shanghairanking.com/institution/university-of-the-basque-country
University of Trento,401-500,https://www.shanghairanking.com/institution/university-of-trento
University of Twente,401-500,https://www.shanghairanking.com/institution/university-of-twente
University of Ulm,401-500,https://www.shanghairanking.com/institution/university-of-ulm
University of Vermont,401-500,https://www.shanghairanking.com/institution/university-of-vermont
University of Warsaw,401-500,https://www.shanghairanking.com/institution/university-of-warsaw
University of Zagreb,401-500,https://www.shanghairanking.com/institution/university-of-zagreb
The University of Texas Health Science Center at San Antonio,401-500,https://www.shanghairanking.com/institution/the-university-of-texas-health-science-center-at-san-antonio
Utah State University,401-500,https://www.shanghairanking.com/institution/utah-state-university
Victoria University of Wellington,401-500,https://www.shanghairanking.com/institution/victoria-university-of-wellington
Vita-Salute San Raffaele University,401-500,https://www.shanghairanking.com/institution/vita-salute-san-raffaele-university
Washington State University,401-500,https://www.shanghairanking.com/institution/washington-state-university
Xidian University,401-500,https://www.shanghairanking.com/institution/xidian-university
York University,401-500,https://www.shanghairanking.com/institution/york-university
Yunnan University,401-500,https://www.shanghairanking.com/institution/yunnan-university
Zhejiang Normal University,401-500,https://www.shanghairanking.com/institution/zhejiang-normal-university
Anhui Medical University,501-600,https://www.shanghairanking.com/institution/anhui-medical-university
Anhui University,501-600,https://www.shanghairanking.com/institution/anhui-university
Aristotle University of Thessaloniki,501-600,https://www.shanghairanking.com/institution/aristotle-university-of-thessaloniki
Australian Catholic University,501-600,https://www.shanghairanking.com/institution/australian-catholic-university
Beijing Jiaotong University,501-600,https://www.shanghairanking.com/institution/beijing-jiaotong-university
Ben-Gurion University of the Negev,501-600,https://www.shanghairanking.com/institution/ben-gurion-university-of-the-negev
Binghamton University,501-600,https://www.shanghairanking.com/institution/binghamton-university
Boston College,501-600,https://www.shanghairanking.com/institution/boston-college
Brigham Young University,501-600,https://www.shanghairanking.com/institution/brigham-young-university
Carleton University,501-600,https://www.shanghairanking.com/institution/carleton-university
Central China Normal University,501-600,https://www.shanghairanking.com/institution/central-china-normal-university
Chang'an University,501-600,https://www.shanghairanking.com/institution/changan-university
China University of Petroleum (Beijing),501-600,https://www.shanghairanking.com/institution/china-university-of-petroleum-beijing
"The Chinese University of Hong Kong, Shenzhen",501-600,https://www.shanghairanking.com/institution/the-chinese-university-of-hong-kong-shenzhen
Chulalongkorn University,501-600,https://www.shanghairanking.com/institution/chulalongkorn-university
COMSATS University Islamabad,501-600,https://www.shanghairanking.com/institution/comsats-university-islamabad
Concordia University,501-600,https://www.shanghairanking.com/institution/concordia-university
Duke-NUS Medical School,501-600,https://www.shanghairanking.com/institution/duke-nus-medical-school
Eotvos Lorand University,501-600,https://www.shanghairanking.com/institution/eotvos-lorand-university
Federal University of Rio de Janeiro,501-600,https://www.shanghairanking.com/institution/federal-university-of-rio-de-janeiro
Florida International University,501-600,https://www.shanghairanking.com/institution/florida-international-university
Georgia State University,501-600,https://www.shanghairanking.com/institution/georgia-state-university
Hangzhou Dianzi University,501-600,https://www.shanghairanking.com/institution/hangzhou-dianzi-university
Harbin Engineering University,501-600,https://www.shanghairanking.com/institution/harbin-engineering-university
Hefei University of Technology,501-600,https://www.shanghairanking.com/institution/hefei-university-of-technology
Hunan Normal University,501-600,https://www.shanghairanking.com/institution/hunan-normal-university
Kansas State University,501-600,https://www.shanghairanking.com/institution/kansas-state-university
Kobe University,501-600,https://www.shanghairanking.com/institution/kobe-university
Leibniz University Hannover,501-600,https://www.shanghairanking.com/institution/leibniz-university-hannover
Medical University of Innsbruck,501-600,https://www.shanghairanking.com/institution/medical-university-of-innsbruck
Medical University of South Carolina,501-600,https://www.shanghairanking.com/institution/medical-university-of-south-carolina
Mississippi State University,501-600,https://www.shanghairanking.com/institution/mississippi-state-university
Moscow Institute of Physics and Technology,501-600,https://www.shanghairanking.com/institution/moscow-institute-of-physics-and-technology
Nanjing University of Posts and Telecommunications,501-600,https://www.shanghairanking.com/institution/nanjing-university-of-posts-and-telecommunications
"National University of Ireland, Galway",501-600,https://www.shanghairanking.com/institution/national-university-of-ireland-galway
National University of Malaysia,501-600,https://www.shanghairanking.com/institution/national-university-of-malaysia
National University of Defense Technology,501-600,https://www.shanghairanking.com/institution/national-university-of-defense-technology
Ningbo University,501-600,https://www.shanghairanking.com/institution/ningbo-university
Northwest University,501-600,https://www.shanghairanking.com/institution/northwest-university
North-West University,501-600,https://www.shanghairanking.com/institution/north-west-university
Okayama University,501-600,https://www.shanghairanking.com/institution/okayama-university
Oklahoma State University,501-600,https://www.shanghairanking.com/institution/oklahoma-state-university
Prince Sattam Bin Abdulaziz University,501-600,https://www.shanghairanking.com/institution/prince-sattam-bin-abdulaziz-university
Qatar University,501-600,https://www.shanghairanking.com/institution/qatar-university
Rush University,501-600,https://www.shanghairanking.com/institution/rush-university
Saarland University,501-600,https://www.shanghairanking.com/institution/saarland-university
Saint Louis University,501-600,https://www.shanghairanking.com/institution/saint-louis-university
Scuola Normale Superiore - Pisa,501-600,https://www.shanghairanking.com/institution/scuola-normale-superiore-pisa
Shaanxi Normal University,501-600,https://www.shanghairanking.com/institution/shaanxi-normal-university
Southwest University,501-600,https://www.shanghairanking.com/institution/southwest-university
Southwestern University of Finance and Economics,501-600,https://www.shanghairanking.com/institution/southwestern-university-of-finance-and-economics
"St George's, University of London",501-600,https://www.shanghairanking.com/institution/st-georges-university-of-london
Stockholm School of Economics,501-600,https://www.shanghairanking.com/institution/stockholm-school-of-economics
Tampere University,501-600,https://www.shanghairanking.com/institution/tampere-university
Tehran University of Medical Sciences,501-600,https://www.shanghairanking.com/institution/tehran-university-of-medical-sciences
Texas Tech University,501-600,https://www.shanghairanking.com/institution/texas-tech-university
The City College of New York,501-600,https://www.shanghairanking.com/institution/the-city-college-of-new-york
The University of Texas at Dallas,501-600,https://www.shanghairanking.com/institution/the-university-of-texas-at-dallas
The University of Texas at San Antonio,501-600,https://www.shanghairanking.com/institution/the-university-of-texas-at-san-antonio
Thomas Jefferson University,501-600,https://www.shanghairanking.com/institution/thomas-jefferson-university
Tianjin Medical University,501-600,https://www.shanghairanking.com/institution/tianjin-medical-university
Tulane University,501-600,https://www.shanghairanking.com/institution/tulane-university
The University of New Mexico - Albuquerque,501-600,https://www.shanghairanking.com/institution/the-university-of-new-mexico-albuquerque
Università Della Svizzera Italiana,501-600,https://www.shanghairanking.com/institution/universit-della-svizzera-italiana
University of Alicante,501-600,https://www.shanghairanking.com/institution/university-of-alicante
University of Arkansas at Fayetteville,501-600,https://www.shanghairanking.com/institution/university-of-arkansas-at-fayetteville
University of Bayreuth,501-600,https://www.shanghairanking.com/institution/university-of-bayreuth
"University of California, Merced",501-600,https://www.shanghairanking.com/institution/university-of-california-merced
University of Catania,501-600,https://www.shanghairanking.com/institution/university-of-catania
University of Eastern Finland,501-600,https://www.shanghairanking.com/institution/university-of-eastern-finland
University of Fribourg,501-600,https://www.shanghairanking.com/institution/university-of-fribourg
University of Graz,501-600,https://www.shanghairanking.com/institution/university-of-graz
University of Guelph,501-600,https://www.shanghairanking.com/institution/university-of-guelph
University of Johannesburg,501-600,https://www.shanghairanking.com/institution/university-of-johannesburg
University of Konstanz,501-600,https://www.shanghairanking.com/institution/university-of-konstanz
University of KwaZulu-Natal,501-600,https://www.shanghairanking.com/institution/university-of-kwazulu-natal
University of Maine,501-600,https://www.shanghairanking.com/institution/university-of-maine
University of Navarra,501-600,https://www.shanghairanking.com/institution/university-of-navarra
University of Nevada - Reno,501-600,https://www.shanghairanking.com/institution/university-of-nevada-reno
University of Nevada-Las Vegas,501-600,https://www.shanghairanking.com/institution/university-of-nevada-las-vegas-1
University of North Texas,501-600,https://www.shanghairanking.com/institution/university-of-north-texas
University of Oklahoma - Oklahoma City,501-600,https://www.shanghairanking.com/institution/university-of-oklahoma-oklahoma-city
University of Palermo,501-600,https://www.shanghairanking.com/institution/university-of-palermo
University of Parma,501-600,https://www.shanghairanking.com/institution/university-of-parma
University of Perugia,501-600,https://www.shanghairanking.com/institution/university-of-perugia
University of Roma - Tor Vergata,501-600,https://www.shanghairanking.com/institution/university-of-roma-tor-vergata
University of Rostock,501-600,https://www.shanghairanking.com/institution/university-of-rostock
University of Salamanca,501-600,https://www.shanghairanking.com/institution/university-of-salamanca
University of Sherbrooke,501-600,https://www.shanghairanking.com/institution/university-of-sherbrooke
University of South Australia,501-600,https://www.shanghairanking.com/institution/university-of-south-australia
University of Strathclyde,501-600,https://www.shanghairanking.com/institution/university-of-strathclyde
University of Verona,501-600,https://www.shanghairanking.com/institution/university-of-verona
University of Vigo,501-600,https://www.shanghairanking.com/institution/university-of-vigo
Vilnius University,501-600,https://www.shanghairanking.com/institution/vilnius-university
Wake Forest University,501-600,https://www.shanghairanking.com/institution/wake-forest-university
Wenzhou Medical University,501-600,https://www.shanghairanking.com/institution/wenzhou-medical-university
West Virginia University,501-600,https://www.shanghairanking.com/institution/west-virginia-university
Westlake University,501-600,https://www.shanghairanking.com/institution/westlake-university
Xi'an University of Technology,501-600,https://www.shanghairanking.com/institution/xian-university-of-technology
Yeungnam University,501-600,https://www.shanghairanking.com/institution/yeungnam-university
Addis Ababa University,601-700,https://www.shanghairanking.com/institution/addis-ababa-university
Ain Shams University,601-700,https://www.shanghairanking.com/institution/ain-shams-university
Alexandria University,601-700,https://www.shanghairanking.com/institution/alexandria-university
Amirkabir University of Technology,601-700,https://www.shanghairanking.com/institution/amirkabir-university-of-technology
Asia University,601-700,https://www.shanghairanking.com/institution/asia-university
Auburn University,601-700,https://www.shanghairanking.com/institution/auburn-university
Bangor University,601-700,https://www.shanghairanking.com/institution/bangor-university
Baylor University,601-700,https://www.shanghairanking.com/institution/baylor-university
Beijing University of Posts and Telecommunications,601-700,https://www.shanghairanking.com/institution/beijing-university-of-posts-and-telecommunications
Brescia University,601-700,https://www.shanghairanking.com/institution/brescia-university
Chang Gung University,601-700,https://www.shanghairanking.com/institution/chang-gung-university
Changzhou University,601-700,https://www.shanghairanking.com/institution/changzhou-university
Charles Darwin University,601-700,https://www.shanghairanking.com/institution/charles-darwin-university
Chiang Mai University,601-700,https://www.shanghairanking.com/institution/chiang-mai-university
Chiba University,601-700,https://www.shanghairanking.com/institution/chiba-university
China Medical University (Shenyang),601-700,https://www.shanghairanking.com/institution/china-medical-university-shenyang
China University of Mining and Technology - Beijing,601-700,https://www.shanghairanking.com/institution/china-university-of-mining-and-technology-beijing
Chongqing Medical University,601-700,https://www.shanghairanking.com/institution/chongqing-medical-university
Chonnam National University,601-700,https://www.shanghairanking.com/institution/chonnam-national-university
Clemson University,601-700,https://www.shanghairanking.com/institution/clemson-university
Czech University of Life Sciences Prague,601-700,https://www.shanghairanking.com/institution/czech-university-of-life-sciences-prague
Dalian Maritime University,601-700,https://www.shanghairanking.com/institution/dalian-maritime-university
Edith Cowan University,601-700,https://www.shanghairanking.com/institution/edith-cowan-university
Ewha Womans University,601-700,https://www.shanghairanking.com/institution/ewha-womans-university
Fujian Agriculture and Forestry University,601-700,https://www.shanghairanking.com/institution/fujian-agriculture-and-forestry-university
Fujian Medical University,601-700,https://www.shanghairanking.com/institution/fujian-medical-university
Fujian Normal University,601-700,https://www.shanghairanking.com/institution/fujian-normal-university
Guizhou University,601-700,https://www.shanghairanking.com/institution/guizhou-university
Harbin Medical University,601-700,https://www.shanghairanking.com/institution/harbin-medical-university
Hasselt University,601-700,https://www.shanghairanking.com/institution/hasselt-university
Henan Normal University,601-700,https://www.shanghairanking.com/institution/henan-normal-university
Hong Kong Baptist University,601-700,https://www.shanghairanking.com/institution/hong-kong-baptist-university
Indian Institute of Technology Kharagpur,601-700,https://www.shanghairanking.com/institution/indian-institute-of-technology-kharagpur
Indian Institute of Technology Delhi,601-700,https://www.shanghairanking.com/institution/indian-institute-of-technology-delhi
INHA University,601-700,https://www.shanghairanking.com/institution/inha-university
Kitasato University,601-700,https://www.shanghairanking.com/institution/kitasato-university
Konkuk University,601-700,https://www.shanghairanking.com/institution/konkuk-university
Liverpool John Moores University,601-700,https://www.shanghairanking.com/institution/liverpool-john-moores-university
Loughborough University,601-700,https://www.shanghairanking.com/institution/loughborough-university
Mahidol University,601-700,https://www.shanghairanking.com/institution/mahidol-university
Mansoura University,601-700,https://www.shanghairanking.com/institution/mansoura-university
Marche Polytechnic University,601-700,https://www.shanghairanking.com/institution/marche-polytechnic-university
Medical University of Graz,601-700,https://www.shanghairanking.com/institution/medical-university-of-graz
Nanjing University of Chinese Medicine,601-700,https://www.shanghairanking.com/institution/nanjing-university-of-chinese-medicine
Nantong University,601-700,https://www.shanghairanking.com/institution/nantong-university
National Polytechnic Institute,601-700,https://www.shanghairanking.com/institution/national-polytechnic-institute
National Sun Yat-Sen University,601-700,https://www.shanghairanking.com/institution/national-sun-yat-sen-university
National Taiwan University of Science and Technology,601-700,https://www.shanghairanking.com/institution/national-taiwan-university-of-science-and-technology
The Second Military Medical University,601-700,https://www.shanghairanking.com/institution/the-second-military-medical-university
NOVA University Lisbon,601-700,https://www.shanghairanking.com/institution/nova-university-lisbon
Osaka Metropolitan University,601-700,https://www.shanghairanking.com/institution/osaka-metropolitan-university
Palacký University Olomouc,601-700,https://www.shanghairanking.com/institution/palack-university-olomouc
Polytechnic University of Turin,601-700,https://www.shanghairanking.com/institution/polytechnic-university-of-turin
Pontifical Catholic University of Chile,601-700,https://www.shanghairanking.com/institution/pontifical-catholic-university-of-chile
San Diego State University,601-700,https://www.shanghairanking.com/institution/san-diego-state-university
Semmelweis University,601-700,https://www.shanghairanking.com/institution/semmelweis-university
Shandong Agricultural University,601-700,https://www.shanghairanking.com/institution/shandong-agricultural-university
Shandong Normal University,601-700,https://www.shanghairanking.com/institution/shandong-normal-university
Shinshu University,601-700,https://www.shanghairanking.com/institution/shinshu-university
University at Albany (State University of New York),601-700,https://www.shanghairanking.com/institution/university-at-albany-state-university-of-new-york
State University of New York Health Science Center at Brooklyn,601-700,https://www.shanghairanking.com/institution/state-university-of-new-york-health-science-center-at-brooklyn
Taipei Medical University,601-700,https://www.shanghairanking.com/institution/taipei-medical-university
The University of Alabama - Tuscaloosa,601-700,https://www.shanghairanking.com/institution/the-university-of-alabama-tuscaloosa
The University of Texas at Arlington,601-700,https://www.shanghairanking.com/institution/the-university-of-texas-at-arlington
Tokyo University of Science,601-700,https://www.shanghairanking.com/institution/tokyo-university-of-science
Umea University,601-700,https://www.shanghairanking.com/institution/umea-university
University of Arkansas for Medical Sciences,601-700,https://www.shanghairanking.com/institution/university-of-arkansas-for-medical-sciences
University of Campania Luigi Vanvitelli,601-700,https://www.shanghairanking.com/institution/university-of-campania-luigi-vanvitelli
Universitat Jaume I,601-700,https://www.shanghairanking.com/institution/universitat-jaume-i
University of Alaska - Fairbanks,601-700,https://www.shanghairanking.com/institution/university-of-alaska-fairbanks
University of Bremen,601-700,https://www.shanghairanking.com/institution/university-of-bremen
University of Castilla–La Mancha,601-700,https://www.shanghairanking.com/institution/university-of-castilla-la-mancha
University of Clermont Auvergne,601-700,https://www.shanghairanking.com/institution/university-of-clermont-auvergne
University of Delhi,601-700,https://www.shanghairanking.com/institution/university-of-delhi
University of Ferrara,601-700,https://www.shanghairanking.com/institution/university-of-ferrara
University of Giessen,601-700,https://www.shanghairanking.com/institution/university-of-giessen
University of Greenwich,601-700,https://www.shanghairanking.com/institution/university-of-greenwich
University of Haifa,601-700,https://www.shanghairanking.com/institution/university-of-haifa
University of Halle-Wittenberg,601-700,https://www.shanghairanking.com/institution/university-of-halle-wittenberg
University of Health Sciences Turkey,601-700,https://www.shanghairanking.com/institution/university-of-health-sciences-turkey
University of Iceland,601-700,https://www.shanghairanking.com/institution/university-of-iceland
University of Ljubljana,601-700,https://www.shanghairanking.com/institution/university-of-ljubljana
University of Luebeck,601-700,https://www.shanghairanking.com/institution/university-of-luebeck
University of Luxembourg,601-700,https://www.shanghairanking.com/institution/university-of-luxembourg
University of New Hampshire,601-700,https://www.shanghairanking.com/institution/university-of-new-hampshire
University of Oviedo,601-700,https://www.shanghairanking.com/institution/university-of-oviedo
University of Plymouth,601-700,https://www.shanghairanking.com/institution/university-of-plymouth
University of Santiago Compostela,601-700,https://www.shanghairanking.com/institution/university-of-santiago-compostela
"University of Science, Malaysia",601-700,https://www.shanghairanking.com/institution/university-of-science-malaysia
University of Seville,601-700,https://www.shanghairanking.com/institution/university-of-seville
University of Siena,601-700,https://www.shanghairanking.com/institution/university-of-siena
University of the Balearic Islands,601-700,https://www.shanghairanking.com/institution/university-of-the-balearic-islands
University of Toledo,601-700,https://www.shanghairanking.com/institution/university-of-toledo
University of Trieste,601-700,https://www.shanghairanking.com/institution/university-of-trieste
University of Tromso,601-700,https://www.shanghairanking.com/institution/university-of-tromso
University of Ulsan,601-700,https://www.shanghairanking.com/institution/university-of-ulsan
University of Zaragoza,601-700,https://www.shanghairanking.com/institution/university-of-zaragoza
Wayne State University,601-700,https://www.shanghairanking.com/institution/wayne-state-university
Wenzhou University,601-700,https://www.shanghairanking.com/institution/wenzhou-university
Yanshan University,601-700,https://www.shanghairanking.com/institution/yanshan-university
Air Force Medical University,701-800,https://www.shanghairanking.com/institution/air-force-medical-university
Al-Azhar University,701-800,https://www.shanghairanking.com/institution/al-azhar-university
American University of Beirut,701-800,https://www.shanghairanking.com/institution/american-university-of-beirut
Army Medical University,701-800,https://www.shanghairanking.com/institution/army-medical-university
Banaras Hindu University,701-800,https://www.shanghairanking.com/institution/banaras-hindu-university
Beijing Forestry University,701-800,https://www.shanghairanking.com/institution/beijing-forestry-university
Bielefeld University,701-800,https://www.shanghairanking.com/institution/bielefeld-university
