,canada_id,arwu_name,canada_name,programs
38,697,Florida State University,Florida A&M University -- Florida State University College of Engineering,"['Accounting', 'Acting', 'Actuarial Science', 'Advertising', 'African-American Studies', 'Animation and Digital Arts', 'Applied Economics', 'Applied Geosciences', 'Applied and Computational Mathematics', 'Art History', 'Asian Studies', 'Asian Studies/Business', 'Athletic Training', 'Biochemistry', 'Biological Science', 'Biology', 'Biomathematics', 'Biomedical Sciences', 'Brass', 'Career Counseling', 'Cell and Molecular Biology', 'Chemical - Bioengineering', 'Chemical - Biomedical Engineering', 'Chemical - Environmental Engineering', 'Chemical - Materials Engineering', 'Chemical Engineering', 'Chemical Science', 'Chemistry', 'Chinese Language and Culture', 'Chinese and Japanese', 'Chinese/Business', 'Choral Music Education', 'Civil Engineering', 'Classical Archaeology', 'Classical Civilizations', 'Classics', 'Classics and Religion', 'Commercial Music', 'Communication Science and Disorders', 'Computational Biology - Biology', 'Computational Biology - Computer Science', 'Computational Science', 'Computational Structural Biology', 'Computer Criminology - Computer Science', 'Computer Criminology - Criminology', 'Computer Engineering', 'Computer Science', 'Creative Writing', 'Creative Writing with An Emphasis In Business', 'Criminology', 'Dance', 'Dedman School Of Hospitality', 'Dietetics', 'Early Childhood Education', 'Ecology, Evolution, and Environmental Science', 'Economics', 'Editing, Writing, and Media', 'Electrical Engineering', 'Elementary Education', 'English Education', 'English/Business', 'Entrepreneurship', 'Environmental Chemistry', 'Environmental Engineering - Civil', 'Environmental Science', 'Environmental Science and Policy', 'Environmental Studies', 'Exceptional Student Education', 'Exercise Science', 'Family and Child Sciences', 'Finance', 'Financial Mathematics', 'Food and Nutrition Science', 'French', 'French and Francophone Studies', 'French and German', 'French and Italian', 'French and Russian', 'French and Spanish', 'French/Business', 'Geography', 'Geology', 'Geophysical Fluid Dynamics', 'German', 'German and Italian', 'German and Russian', 'German and Spanish', 'German/Business', 'Graphic Design', 'Greek', 'Greek and Latin', 'Guitar', 'Harp', 'History', 'Hospitality Management', 'Human Resource Management', 'Humanities', 'Industrial Engineering', 'Information Communication & Technology', 'Information Technology', 'Instrumental Music Education', 'Interior Design', 'International Affairs', 'Italian', 'Italian and Russian', 'Italian and Spanish', 'Italian/Business', 'Japanese Language and Culture', 'Japanese/Business', 'Jazz', 'Learning and Cognition', 'Literature', 'Management', 'Management Information Systems', 'Marine Biology', 'Marketing', 'Mathematics', 'Mathematics/Fsu-Teach', 'Mechanical Engineering', 'Media Production', 'Media/Communication Studies', 'Mental Health Counseling', 'Meteorology', 'Middle Eastern Studies', 'Molecular Biophysics', 'Motion Picture Arts - Production', 'Museum and Cultural Heritage Studies', 'Music - Liberal Arts', 'Music Composition', 'Music Education', 'Music Theatre - Music', 'Music Theory', 'Music Therapy', 'Musical Theatre - Theatre', 'Musicology', 'Neuroscience', 'Nursing', 'Organ', 'Percussion', 'Physical Science', 'Physics', 'Physics and Astrophysics', 'Physiology and Neuroscience', 'Piano', 'Piano Pedagogy', 'Plant Sciences', 'Political Science', 'Professional Golf Management', 'Professional Sales', 'Psychology', 'Public Administration', 'Public Relations', 'Real Estate', 'Religion', 'Religion and Classics', 'Retail Merchandising and Product Development', 'Risk Management - Insurance', 'Russian', 'Russian and East European Studies', 'Russian and Spanish', 'Russian/Business', 'Sacred Music', 'School Psychology', 'Social Science', 'Social Science Education', 'Social Work', 'Social Work/Public Administration', 'Sociology', 'Spanish', 'Spanish/Business', 'Sport Management', 'Sports Psychology', 'Statistics', 'Strings', 'Studio Art', 'Theatre', 'Visual Disabilities Education', 'Visual Disabilities Studies', 'Voice', ""Women'S Studies"", 'Woodwinds', 'Zoology']"
39,739,George Mason University,George Mason University,"['Accounting', 'Anthropology', 'Applied Computer Science', 'Applied Statistics Uate Certificate', 'Art History', 'Art and Visual Technology', 'Astronomy', 'Athletic Training', 'Bioengineering', 'Biology', 'Chemistry', 'Civil and Infrastructure Engineering', 'Communication', 'Community Health', 'Computational and Data Sciences', 'Computer Engineering', 'Computer Game Design', 'Computer Science', 'Conflict Analysis and Resolution', 'Criminology, Law and Society', 'Dance', 'Data Analysis', 'Earth Science', 'Economics', 'Electrical Engineering', 'English', 'Environmental Science', 'Environmental and Sustainability Studies', 'Film and Video Studies', 'Finance', 'Foreign Languages', 'Geography', 'Geology', 'Global Affairs', 'Global and Environmental Change', 'Government and International Politics', 'Health Administration', 'Health, Fitness, and Recreation Resources', 'History', 'Information Security and Assurance', 'Information Systems', 'Information Systems and Operations Management', 'Information Technology', 'Integrative Studies', 'Latin American Studies', 'Management', 'Marketing', 'Mathematics', 'Medical Technology', 'Music', 'Neuroscience', 'Nursing', 'Philosophy', 'Physical Education', 'Physics', 'Psychology', 'Public Administration', 'Public Health Minor', 'Religious Studies', 'Russian and Eurasian Studies', 'Social Work', 'Sociology', 'Software Engineering', 'Systems Engineering/Telecommunications, Accelerated Ms', 'Telecommunications, Accelerated Ms', 'Theater', 'Tourism and Events Management']"
40,1168,North Carolina State University - Raleigh,North Carolina State University,"['Accounting', 'Aerospace Engineering', 'African Studies', 'Agricultural Business Management', 'Agricultural Education', 'Agricultural and Environmental Technology', 'Agronomy', 'Animal Science', 'Anthropology', 'Architecture', 'Art + Design', 'Arts Applications', 'Biochemistry', 'Biological Engineering', 'Biological Sciences', 'Biological and Agricultural Engineering', 'Biomedical Engineering', 'Bioprocessing Science', 'Business Administration', 'Business and Marketing Education', 'Chemical & Biomolecular Engineering', 'Chemistry', 'Civil Engineering', 'Communication', 'Computer Engineering', 'Computer Science', 'Construction Engineering & Management', 'Criminology', 'Design Studies', 'Economics', 'Education, General Studies', 'Electrical Engineering', 'Elementary Education', 'English', 'English, Teacher Education Option', 'Environmental Engineering', 'Environmental Science', 'Environmental Technology & Management', 'Extension Education', 'Fashion and Textile Management', 'Fisheries & Wildlife & Conservation Biology', 'Food Science', 'Foreign Languages', 'Forest Management', 'French Or Spanish, Teacher Education Option', 'Genetics', 'Geology', 'Graphic Design and Industrial Design', 'History', 'Horticultural Science', 'Industrial Design', 'Industrial Engineering', 'Interdisciplinary Studies', 'International Studies', 'Landscape Architecture', 'Marine Sciences', 'Materials Science & Engineering', 'Mathematics', 'Mathematics Education: High School & Middle School', 'Mechanical Engineering', 'Meteorology', 'Microbiology', 'Middle Grades Language Arts and Social Studies', 'Natural Resources', 'Nuclear Engineering', 'Nutrition Science', 'Paper Science & Engineering', 'Parks, Recreation & Tourism Management', 'Philosophy', 'Physics', 'Plant Biology', 'Political Science', 'Polymer and Color Chemistry', 'Poultry Science', 'Professional Golf Management', 'Psychology', 'Religious Studies', 'Science Education: High School & Middle School', 'Science, Technology, and Society', 'Social Work', 'Sociology', 'Sport Management', 'Statistics', 'Technology, Engineering and Design Education', 'Textile Engineering', 'Textile Technology', 'Womens and Gender Studies', 'Wood Products', 'Zoology']"
41,642,Northeastern University (Boston),Eastern University,"['African-American Studies', 'American Sign Language-English Interpreting', 'Architecture', 'Art + Design', 'Asian Studies', 'Behavioral Neuroscience', 'Biochemistry', 'Biology', 'Business Administration', 'Chemical Engineering', 'Chemistry', 'Cinema Studies', 'Civil Engineering', 'Communication Studies', 'Computer & Information Science', 'Creative Industries', 'Criminal Justice', 'Earth and Environmental Sciences', 'Economics', 'Education', 'Electrical and Computer Engineering', 'English', 'General Studies', 'Health Science', 'History', 'Honors Program', 'Human Services', 'International Affairs', 'Jewish Studies', 'Journalism', 'Languages, Literatures and Cultures', 'Law and Public Policy', 'Linguistics', 'Mathematics', 'Mechanical and Industrial Engineering', 'Music', 'Nursing', 'Pharmacy', 'Philosophy & Religion', 'Physical Therapy', 'Physics', 'Political Science', 'Pre-Health Program', 'Prelaw Program', 'Professional Studies', 'Psychology', 'Sociology & Anthropology', 'Speech Audiology', 'Theatre', ""Women'S, Gender and Sexuality Studies Program""]"
42,1231,Oregon Health and Science University,Oregon Health and Science University,"['Clinical Laboratory Services', 'Emergency Medical Tech/ Paramedic', 'Radiation Therapy']"
43,1233,Oregon State University,Oregon State University,"['Accounting', 'Agricultural Business Management', 'Animal Sciences', 'Anthropology', 'Apparel Design', 'Art', 'Athletic Training', 'Biochemistry & Biophysics', 'Biological & Ecological Engineering', 'Bioresource Research', 'Bioresource Research (Brr) Interdisciplinary Biosciences Major', 'Business & Entrepreneurship', 'Business Information Systems', 'Chemical, Biological & Environmental Engineering', 'Chemistry', 'Civil & Construction Engineering', 'Computational Physics Program', 'Crop Management', 'Early Childhood/ Elementary Education', 'Economics', 'Education', 'Electrical Engineering & Computer Science', 'Endophyte Testing and Research', 'English', 'Entrepreneurship', 'Environmental Economics, Policy, and Management', 'Environmental Sciences', 'Ethnic Studies', 'Exercise and Sport Science', 'Finance', 'Fisheries and Wildlife', 'Food Science and Technology', 'Foreign Languages & Literatures', 'Forest Ecosystems & Society', 'Forest Engineering, Resources & Management', 'Geographic Information Science', 'Geosciences', 'History', 'Horticulture', 'Human Development and Family Sciences', 'International Business', 'Management', 'Marketing', 'Mathematics', 'Mechanical, Industrial & Manufacturing Engineering', 'Microbiology', 'Music', 'Natural Resources', 'Natural Resources, Interdisciplinary Degree', 'New Media Communications', 'Nuclear Engineering & Radiation Health Physics', 'Nutrition', 'Philosophy', 'Physics', 'Political Science', 'Pre-Education', 'Pre-Health Professions Options', 'Psychology', 'Public Health', 'Rangeland Ecology and Management,', 'Science & Mathematics Education', 'Secondary Teacher Education', 'Sociology', 'Soil Resource Management', 'Speech Communication', 'Sports and Rehabilitation Medicine', 'Statistics', 'Theatre', 'Women Studies', 'Wood Science & Engineering', 'Zoology']"
44,742,The George Washington University,George Washington University,"['Accountancy', 'Africana Studies', 'American Studies', 'Anthropology', 'Applied Science and Technology', 'Archaeology', 'Asian Studies', 'Athletic Training', ""Bachelor's Degree Completion Program in Integrated Information, Science, and Technology"", 'Biological Sciences', 'Biomedical Engineering', 'Business', 'Chemistry', 'Chinese Language and Literature', 'Civil Engineering', 'Classical Studies', 'Clinical Health Sciences (Military Only)', 'Clinical Laboratory Science', 'Clinical Management and Leadership', 'Clinical Research Administration', 'Communication', 'Computer Engineering', 'Computer Science', 'Criminal Justice', 'Cytotechnology', 'Dance', 'Economics', 'Electrical Engineering', 'Emergency Health Services', 'English', 'Environmental Studies', 'Exercise Science', 'Fine Arts and Art History', 'French Language and Literature', 'Geography', 'Geological Sciences', 'German Language and Literature', 'History', 'Human Services', 'Interior Design', 'International Affairs', 'Japanese Language and Literature', 'Journalism and Mass Communication', 'Judaic Studies', 'Latin American and Hemispheric Studies', 'Mathematics', 'Mechanical Engineering', 'Middle East Studies', 'Music', 'Organizational Sciences and Communication', 'Pharmacogenomics', 'Philosophy', 'Physics', 'Police Science', 'Political Communication', 'Political Science', 'Psychology', 'Public Health', 'Religion', 'Russian Language and Literature', 'Sociology', 'Sonography', 'Spanish Language and Literature', 'Speech and Hearing Sciences', 'Statistics', 'Systems Engineering', 'Theatre', ""Women's Studies""]"
45,1606,Trinity College Dublin,Trinity College,"['Acting', 'Ancient and medieval history and culture', 'Ancient history and archaeology (TSM)', 'B.Sc. Degree in Information Systems', 'Bachelor in Midwifery Studies', 'Bachelor in Nursing Studies', 'Biochemistry', 'Business studies and French', 'Business studies and German', 'Business studies and Polish', 'Business studies and Russian', 'Business studies and Spanish', 'Business, economic and social studies (BESS)', 'Chemistry', 'Chemistry with Molecular Modelling', 'Civil, Structural, and Environmental Engineering', 'Classical civilisation (TSM)', 'Classics', 'Clinical speech and language studies', 'Computer Engineering', 'Computer Science', 'Computer Science and Business', 'Computer Science and Language', 'Deaf Studies', 'Dental Hygiene (Diploma)', 'Dental Nursing (Diploma)', 'Dental Science', 'Dental Technology (Ordinary Degree)', 'Diploma in Information Systems', 'Drama and theatre studies', 'Drama studies (TSM)', 'Early Irish (TSM)', 'Early and Modern Irish', 'Earth Sciences', 'Education', 'Electronic Engineering', 'Electronic and Computer Engineering (Joint Programme)', 'Engineering (Common Entry Programme)', 'Engineering with Management', 'English literature (TSM)', 'English studies', 'Environmental Sciences', 'European studies', 'Film Studies (TSM)', 'French (TSM)', 'Functional Biology - the  Comparative Physiology of  Organisms', 'Genetics', 'Geography', 'Geography (TSM)', 'Geology', 'German (TSM)', 'Greek (TSM)', 'History', 'History (TSM)', 'History and political science', 'History of art and architecture (TSM)', 'Human Genetics', 'Human Health and Disease', 'Human Nutrition and Dietetics', 'Immunology', 'Irish studies: An interdisciplinary course in Irish civilisation', 'Italian (TSM)', 'Jewish and Islamic civilisations (TSM)', 'Latin (TSM)', 'Law', 'Law and Business', 'Law and French', 'Law and German', 'Law and political science', 'Management Science and Information Systems Studies (Msiss)', 'Mathematics', 'Mathematics (TSM)', 'Mechanical and Manufacturing Engineering', 'Medicinal Chemistry', 'Medicine', 'Microbiology', 'Midwifery', 'Midwifery (Mature)', 'Modern Irish (TSM)', 'Molecular Medicine', 'Music', 'Music (TSM)', 'Music education', 'Nanoscience, Physics and Chemistry of  Advanced Materials', 'Neuroscience', ""Nursing (Children's and General Integrated)"", ""Nursing (Children's and General Integrated, Mature)"", 'Nursing (General)', 'Nursing (General, Adelaide)', 'Nursing (General, Adelaide, Mature)', 'Nursing (General, Mature)', 'Nursing (Intellectual Disability)', 'Nursing (Intellectual Disability, Mature)', 'Nursing (Psychiatric)', 'Nursing (Psychiatric, Mature)', 'Occupational Therapy', 'Pharmacy', 'Philosophy', 'Philosophy (TSM)', 'Philosophy, political science, economics and sociology', 'Physics', 'Physics and Astrophysics', 'Physiology', 'Physiotherapy', 'Plant Sciences', 'Political science', 'Political science and geography', 'Psychology', 'Psychology (TSM)', 'Radiation Therapy', 'Russian (TSM)', 'Science (Common Entry Programme)', 'Social studies (social work)', 'Sociology (TSM)', 'Sociology and social policy', 'Spanish (TSM)', 'Theoretical Physics', 'World religions and theology', 'World religions and theology (TSM)', 'Zoology']"
46,1669,"University of California, Riverside","University of California, Riverside","['Administrative Studies', 'African American Studies', 'Anthropology', 'Art (Studio)', 'Art History', 'Asian American Studies', 'Asian Literatures and Cultures', 'Asian Studies', 'Biochemistry', 'Bioengineering', 'Biological Sciences', 'Biology', 'Botany and Plant Sciences', 'Business Administration', 'Business Economics', 'Business Informatics', 'Chemical Engineering', 'Chemical and Environmental Engineering', 'Chemistry', 'Chicano Studies', 'Classical Studies', 'Comparative Ancient Civilizations', 'Comparative Literature', 'Computer Engineering', 'Computer Science', 'Computer Science and Engineering', 'Creative Writing', 'Dance', 'Design and Manufacturing', 'Economics', 'Electrical Engineering', 'Energy and Environment', 'English', 'Entomology', 'Environmental Engineering', 'Environmental Sciences', 'Ethnic Studies', 'General Mechanical Engineering', 'Geology', 'Geophysics', 'Global Studies', 'History Interdisciplinary Studies', 'Languages', 'Latin American Studies', 'Law and Society', 'Liberal Studies', 'Life Sciences Majors', 'Linguistics', 'Materials Science and Engineering', 'Mathematical Sciences Majors', 'Mathematics', 'Mechanical Engineering', 'Media and Cultural Studies', 'Music', 'Neuroscience', 'Philosophy', 'Physical Sciences Majors', 'Physics', 'Political Science', 'Psychology', 'Public Policy', 'Religious Studies', 'Sociology', 'Spanish', 'Statistics', 'Theatre', ""Women'S Studies""]"
47,1679,University of Cincinnati,University of Cincinnati,"['Accounting', 'Accounting Option', 'Advanced Medical Imaging Technology', 'Aerospace Engineering', 'African Studies', 'Ancient Greek', 'Anthropology', 'Applied Administration', 'Arabic Language and Culture', 'Archaeology (Geoarchaeology)', 'Archaeology (Landscape Archaeology)', 'Archaeology (Social Complexity)', 'Architectural Engineering', 'Architecture', 'Art History', 'Asian Studies', 'Athletic Training', 'Aviation Technology', 'Ballet', 'Bassoon', 'Biochemistry', 'Biological Sciences', 'Biological Sciences (Biology of  Animals)', 'Biological Sciences (Biomedical Studies)', 'Biological Sciences (Cell & Molecular Biology)', 'Biological Sciences (Ecology & Evolution)', 'Biomedical Engineering', 'Business Economics', 'Business French', 'Business Information Technology', 'Business Management Technology', 'Business Management Technology: Gen Business', 'Business Spanish', 'Chemical Engineering', 'Chemistry', 'Civil Engineering', 'Clarinet', 'Classical Civilization', 'Classical Guitar', 'Classics', 'Clinical Laboratory Science', 'Communication', 'Communication Sciences and Disorders', 'Composition', 'Computer Aided Design Program', 'Computer Engineering', 'Computer Networking Systems', 'Computer Science', 'Computer Systems Support', 'Computerized Accounting', 'Construction Management', 'Creative Writing', 'Criminal Justice', 'Criminal Justice Tech: Corrections', 'Criminal Justice Tech: Forensics', 'Criminal Justice Tech: Law Enf W/Police Acdy', 'Criminal Justice Tech: Law Enforcement', 'Critical Visions', 'Dietetics', 'Diversity Studies', 'Double Bass', 'Drama', 'Early Childhood Care & Education', 'Early Childhood Education', 'Economics', 'Electrical Engineering', 'Electrical Engineering Technology', 'Electronic Media', 'Emergency Medical Services', 'English Literature', 'English Literature - Creative Writing', 'English Literature - Literary & Cultural Studies', 'English Literature - Rhetoric & Professional Writi', 'Entrepreneurship', 'Environmental Analysis & Policy', 'Environmental Engineering', 'Environmental Studies', 'Euphonium', 'European Studies', 'Fashion Design', 'Finance', 'Fine Arts - Art', 'Fire Science', 'Flute', 'Food and Nutrition', 'French', 'French Horn', 'Geographic Information Sciences', 'Geography', 'Geography (Environmental Emphasis)', 'Geography (Gis Emphasis)', 'Geography (Human Emphasis)', 'Geography (Remote Sensing)', 'Geography (Urban Economic Emphasis)', 'Geology', 'German Studies', 'German-American Studies', 'Gerontology', 'Graphic Communication Design', 'Harp', 'Health Education (Exercise & Fitness)', 'Health Education (Public & Community Health)', 'Health Information Management Administration', 'Health Sciences', 'Heritage Studies', 'Historic Preservation', 'History', 'Horticulture', 'Human Social Services Technology', 'Industrial Design', 'Industrial Management', 'Information Systems', 'Information Tech - Networking/Systems', 'Information Tech - Software App Devel', 'Information Technology', 'Interdisciplinary', 'Interior Design', 'International Affairs', 'International Business', 'International Human Rights', 'Italian Language and Culture', 'Japanese Language & Culture', 'Jazz Studies', 'Journalism', 'Journalism - Magazine', 'Journalism - News', 'Journalism - Photojournalism', 'Judaic Studies', 'Latin American Studies', 'Liberal Arts', 'Marketing', 'Marketing Management Technology', 'Mathematics', 'Mathematics (Mathematics)', 'Mathematics (Statistics/Actuarial Sciences)', 'Mechanical Engineering', 'Mechanical Engineering Technology (Bacc)', 'Medical Assistant', 'Medical Assisting Services', 'Medical Biller/Coder', 'Medical Humanities & Bioethics', 'Middle Eastern Studies', 'Middle School Education Lang Arts & Nat Science', 'Middle School Education Lang Arts & Soc Studies', 'Middle School Education Language Arts & Mathematic', 'Middle School Education Math & Nat Science', 'Middle School Education Soc Studies & Math', 'Middle School Education Soc Studies & Nat Sci', 'Modern Hebrew', 'Multidisciplinary', 'Music', 'Music Education', 'Music History', 'Musical Theater', 'Neuroscience (Brain, Mind, Behavior)', 'Neuroscience (Neurobiology)', 'Neuroscience (Neuropsychology)', 'Nursing', 'Nursing Technology', 'Oboe', 'Operations Management', 'Organ', 'Organizational Leadership', 'Paralegal Studies', 'Percussion', 'Philosophy', 'Physical Therapist Assistant', 'Physics', 'Physics (Astrophysics Concentration)', 'Piano', 'Political Science', 'Pre-Advanced Medical Imaging Technology', 'Pre-Business Administration', 'Pre-Communication Sciences and Disorders', 'Pre-Criminal Justice', 'Pre-Early Childhood Education', 'Pre-Elementary Education', 'Pre-Health Sciences', 'Pre-Middle Childhood Education - Lang Arts/Math', 'Pre-Middle Childhood Education - Lang Arts/Nat Sci', 'Pre-Middle Childhood Education - Lang Arts/Soc Stu', 'Pre-Middle Childhood Education - Math/Nat Sci', 'Pre-Middle Childhood Education - Soc Stu/Math', 'Pre-Middle Childhood Education - Soc Stu/Nat Sci', 'Pre-Organizational Leadership', 'Pre-Pharmacy', 'Pre-Psychology', 'Pre-Secondary Education', 'Pre-Secondary Education - Chemistry', 'Pre-Secondary Education - Life Sciences', 'Pre-Secondary Education: Language Arts', 'Pre-Secondary Education: Math', 'Pre-Social Work', 'Pre-Special Education: Lang Arts & Math', 'Pre-Special Education: Lang Arts & Nat Science', 'Pre-Sport Administration', 'Presecondary Educ - Social Studies - History', 'Psychology', 'Public Relations', 'Radiation Science', 'Radiation Therapy Technology', 'Radiologic Technology', 'Real Estate', 'Respiratory Care', 'Saxophone', 'Secondary Education - Chemistry', 'Secondary Education - Earth Science', 'Secondary Education - Engl Lang Arts', 'Secondary Education - Life Sciences', 'Secondary Education - Mathematics', 'Secondary Education - Physics', 'Secondary Education - Social Studies - Geography', 'Secondary Education - Social Studies - History', 'Secondary Education - Social Studies - Poli Sci', 'Social Work', 'Sociology', 'Software Productivity Ii', 'Spanish', 'Special Education - Lang Arts & Mathematics', 'Special Education - Lang Arts & Nat Sci', 'Special Education-Interpreting', 'Sport Administration', 'Substance Abuse Counseling', 'Surgical Assisting', 'Surgical Technology', 'Technical Studies', 'Trombone', 'Trumpet', 'Tuba', 'Urban Planning', 'Urban Studies', 'Veterinary Technology', 'Viola', 'Violin', 'Violoncello', 'Voice', ""Women's Gender & Sexuality Studies"", 'Writing']"
48,1712,University of Iowa,University of Iowa,"['Accounting', 'Actuarial Science', 'African American Studies', 'Aging Studies', 'American Indian & Native Studies', 'American Sign Language & Deaf Studies', 'American Studies', 'Ancient Civilization', 'Anthropology', 'Applied Physics', 'Applied Studies', 'Arabic In French', 'Art', 'Art History', 'Asian Languages & Literature', 'Astronomy', 'Athletic Training', 'Bachelor Of Applied Studies', 'Bachelor Of Liberal Studies', 'Biochemistry', 'Biology', 'Business', 'Chemical & Biochemical Engineering', 'Civil & Environmental Engineering', 'Clinical Laboratory Sciences', 'Communication Sciences & Disorders In Speech & Hearing Science', 'Communication Studies', 'Comparative Literature', 'Computer Science', 'Critical Cultural Competence', 'Dance', 'Dentistry', 'Disability Studies', 'Economics', 'Education, Elementary', 'Education, Science', 'Education, Secondary', 'Electrical & Computer Engineering', 'Elementary Education', 'Engineering In Biomedical, Chemical, Civil, Electrical, Industrial & Mechanical Engineering', 'English As A Second Language', 'Entrepreneurial Management', 'Environmental Sciences,', 'Ethics & Public Policy', 'Exercise Science', 'Finance', 'French', ""Gender, Women'S, and Sexuality Studies"", 'Geography', 'Geoscience', 'German, Teaching Licensure', 'Greek In Classical Languages', 'Health & Human Physiology', 'Hindi In Asian Languages & Literature', 'History, Teaching Licensure', 'Human Physiology', 'Industrial Engineering', 'Informatics', 'International Studies', 'Latin In Classical Languages', 'Law', 'Leisure Studies', 'Liberal Studies', 'Linguistics Management', 'Management Information Systems', 'Marketing', 'Mathematics', 'Mechanical Engineering', 'Medicine', 'Microbiology', 'Military Programs', 'Nuclear Medicine Technology', 'Optometry', 'Performing Arts Entrepreneurship', 'Philosophy', 'Physical Therapy', 'Physician Assistant', 'Physics', 'Political Science', 'Radiation Sciences', 'Religious Studies', 'Russian', 'Sanskrit In Asian Languages & Literature', 'Science Education', 'Secondary Education', 'Social Work', 'Sociology, Bs, Teaching Licensure', 'Spanish, Teaching Licensure', 'Speech & Hearing Science', 'Sport Studies', 'Statistics', 'Teaching English As A Second Language In Linguistics', 'Teaching Licensure Portuguese', 'Teaching Licensure Psychology', 'Teaching Licensure Public Health', 'Theatre Arts', ""Women'S Studies""]"
49,1748,University of Missouri - Columbia,University of Missouri,"['Accountancy', 'Agribusiness Management', 'Agricultural Economics', 'Agricultural Education', 'Agricultural Systems Management', 'Agriculture', 'Animal Science', 'Anthropology', 'Architectural Studies', 'Art', 'Art History and Archaeology', 'Biochemistry', 'Biological Engineering', 'Biological Sciences', 'Business Administration', 'Chemical Engineering', 'Chemistry', 'Civil Engineering', 'Classics', 'Clinical Laboratory Science', 'Communication', 'Communication Science and Disorders', 'Computer Engineering', 'Computer Science (BA)', 'Computer Science (BS)', 'Diagnostic Medical Ultrasound', 'Early Childhood Education', 'Economics', 'Electrical Engineering', 'Elementary Education', 'English', 'Environmental Geology', 'Film Studies', 'Fisheries and Wildlife Sciences', 'Food Science and Nutrition', 'Forestry', 'French', 'General Studies', 'Geography', 'Geological Sciences', 'German', 'Health Sciences', 'History', 'Hospitality Management', 'Human Development and Family Studies', 'Industrial Engineering', 'Information Technology', 'Interdisciplinary Studies', 'Interdisciplinary Studies-Environmental Studies', 'Interdisciplinary Studies-Peace Studies', 'Interdisciplinary Studies-Womens and Gender Studies', 'International Studies', 'Journalism', 'Linguistics', 'Mathematics', 'Mechanical Engineering', 'Middle School Education', 'Music', 'Nursing', 'Nutritional Sciences', 'Occupational Therapy', 'Parks, Recreation and Tourism', 'Personal Financial Planning', 'Philosophy', 'Physics', 'Plant Sciences', 'Political Science', 'Pre-Professional Physical Therapy', 'Psychological Sciences', 'Radiologic Sciences', 'Religious Studies', 'Respiratory Therapy', 'Russian', 'Science and Agricultural Journalism', 'Secondary Education', 'Social Work', 'Sociology', 'Soil, Environmental, and Atmospheric Sciences', 'Spanish', 'Special Education', 'Statistics', 'Textile and Apparel Management', 'Theatre']"
50,1871,University of Virginia,University of Virginia,"['Accounting', 'Aerospace Engineering', 'African American & African Studies', 'American Studies', 'And Law', 'Animal Law Program', 'Anthropology', 'Archaeology', 'Architectural History', 'Art History', 'Art Studio', 'Asian Pacific American Studies', 'Astronomy', 'Astronomy-Physics', ""Bachelor'S Of Science In Nursing"", 'Biochemistry', 'Bioethics', 'Biology', 'Biomedical Engineering', 'Center For The Study Of Race', 'Chemical Education', 'Chemical Engineering', 'Chemical Physics', 'Chinese Language & Literature', 'Chromatin Structure and Gene Activity', 'Civil Engineering', 'Classics-Greek', 'Classics-Latin', 'Cognitive Science', 'Comparative Literature', 'Computer Engineering', 'Computer Science', 'Criminal Justice', 'Dance', 'Drama', 'East Asian Studies', 'Electrical Engineering', 'Engineering Science', 'English-Medieval, Renaissance Studies', 'English-Modern Studies', 'English-Poetry Writing', 'Environmental Chemistry', 'Environmental Sciences', 'Environmental Thought & Practice', 'Environmental and Land Use Law', 'Film Studies', 'Finance', 'Financial Concentration', 'French Language & Literature', 'German Languages & Literatures', 'German Studies', 'Global Culture and Commerce', 'Global Development Studies', 'Global Public Health', 'Health Law', 'History', 'Human Biology', 'Human Rights', 'Immigration Law', 'Information Technology', 'Intellectual Property', 'International Business', 'International Economics', 'International Law', 'Italian', 'Japanese Language & Literature', 'Jewish Studies', 'Latin American Studies', 'Legal & Constitutional History', 'Macromolecular Structure and Function', 'Management', 'Marketing', 'Materials', 'Mechanical Engineering', 'Molecular Mechanisms Of Human Disease', 'Program In Law & Business', 'Program In Law & Humanities', 'Program In Law and Public Service', 'Public Policy Concentration', 'Science In Architecture', 'Science In Education', 'Systems Engineering', 'Teaching', 'The Cell Cycle and Cellular Regulation', 'Urban and Environmental Planning']"
