university_name,id_
Sonoma State University,1436
South Carolina State University,1437
South College,1438
South Dakota School of Mines and Technology,1439
South Dakota State University,1440
Southeastern Baptist Theological Seminary,1441
Southeastern Louisiana University,1442
Southeastern Oklahoma State University,1443
Southeastern University,1444
Southeast Missouri Hospital College of Nursing and Health Sciences,1445
Southeast Missouri State University,1446
Southern Adventist University,1447
Southern Arkansas University,1448
Southern Baptist Theological Seminary,1449
Southern California Institute of Architecture,1450
Southern California University of Health Sciences,1451
Southern Connecticut State University,1452
Southern Illinois University--Carbondale,1453
Southern Illinois University Edwardsville,1454
Southern Methodist University,1455
Southern Nazarene University,1456
Southern New Hampshire University,1457
Southern Oregon University,1458
Southern University and A&M College,1459
Southern University at New Orleans,1460
Southern Utah University,1461
Southern Virginia University,1462
Southern Wesleyan University,1463
South Florida State College,1464
South Georgia State College,1465
South Seattle College,2064
South Texas College,1467
South University,1468
South University-Tampa,1469
Southwest Baptist University,1470
Southwestern Adventist University,1471
Southwestern Assemblies of God University,1472
Southwestern Christian College,1473
Southwestern Christian University,1474
Southwestern College,1475
Southwestern Oklahoma State University,1476
Southwestern University,1477
Southwest Minnesota State University,1478
Spalding University,1479
Spelman College,1480
Spokane Community College,1481
Spokane Falls Community College,2065
Spring Arbor University,1483
Springfield College,1484
Spring Hill College,1485
St. Ambrose University,1486
St. Andrews University,1487
Stanford University,1488
State College of Florida--Manatee-Sarasota,1489
St. Augustine College,1490
St. Bonaventure University,1491
St. Catherine University,1492
St. Charles Borromeo Seminary,1493
St. Cloud State University,1494
St. Edward's University,1495
Stephen F. Austin State University,1496
Stephens College,1497
Sterling College (KS),1498
Sterling College (VT),1499
Stetson University,1500
Stevens Institute of Technology,1501
Stevenson University,1502
St. Francis College,1503
St. Francis Medical Center College of Nursing,1504
St. Francis University,1505
Stillman College,1506
St. John Fisher University,1507
St. John's College (IL),1508
St. John's College (MD),1509
St. John's College (NM),1510
St. John's University (MN),1511
St. John's University (NY),1512
St. John Vianney College Seminary,1513
St. Joseph's College (ME),1514
St. Joseph Seminary College,1515
"St. Joseph's University, New York",1516
St. Lawrence University,1517
St Luke's College,1518
St. Mary's College of Maryland,1519
St. Mary's University of San Antonio,1520
St. Norbert College,1521
Stockton University,1522
St. Olaf College,1523
Stone Child College,1524
Stonehill College,1525
Stony Brook University--SUNY,1526
St. Petersburg College,1527
Stratford University,1528
Strayer University,1529
St. Thomas Aquinas College,1530
St. Thomas University,1531
Suffolk University,1532
Sullivan University,1533
Sul Ross State University,1534
SUM Bible College and Theological Seminary,1535
SUNY Brockport,1536
SUNY Buffalo State University,1537
SUNY Cobleskill,1538
SUNY College--Cortland,1539
SUNY College of Environmental Science and Forestry,1540
SUNY College of Technology at Canton,1541
SUNY College of Technology--Delhi,1542
SUNY College--Old Westbury,1543
SUNY Downstate Health Sciences University,1544
SUNY Empire State College,1545
SUNY--Fredonia,1546
SUNY--Geneseo,1547
SUNY Maritime College,1548
SUNY Morrisville,1549
SUNY--New Paltz,1550
SUNY--Oneonta,1551
SUNY Oswego,1552
SUNY Plattsburgh,1553
SUNY Polytechnic Institute,1554
SUNY Potsdam,1555
Susquehanna University,1556
Swarthmore College,1557
Sweet Briar College,1558
Syracuse University,1559
Tabor College,1560
Tacoma Community College,1561
Talladega College,1562
Tallahassee Community College,1563
Tarleton State University,1564
Taylor University,1565
Temple University,1566
Tennessee State University,1567
Tennessee Tech University,1568
Tennessee Wesleyan University,1569
Texas A&M International University,1570
Texas A&M University,1571
Texas A&M University--Commerce,1572
Texas A&M University--Corpus Christi,1573
Texas A&M University--Kingsville,1574
Texas A&M University--San Antonio,1575
Texas A&M University--Texarkana,1576
Texas Christian University,1577
Texas College,1578
Texas Lutheran University,1579
Texas Southern University,1580
Texas State University,1581
Texas Tech University,1582
Texas Tech University Health Sciences Center-El Paso,1583
Texas Tech University Health Sciences Center-Lubbock,1584
Texas Wesleyan University,1585
Texas Woman's University,1586
Thiel College,1587
Thomas Aquinas College,1588
Thomas College,1589
Thomas Edison State University,1590
Thomas Jefferson University,1591
Thomas More College of Liberal Arts,1592
Thomas More University,1593
Thomas University,1594
Tiffin University,1595
Toccoa Falls College,1596
Tougaloo College,1597
Touro University,1598
Touro University Nevada,1599
Towson University,1600
Transylvania University,1601
Trevecca Nazarene University,1602
Trine University,1603
Trinity Bible College and Graduate School,1604
Trinity Christian College,1605
Trinity College,1606
Trinity College of Nursing & Health Sciences,1607
Trinity International University,1608
Trinity University,1609
Trinity Washington University,1610
Trocair College,1611
Troy University,1612
Truckee Meadows Community College,1613
Truett McConnell University,1614
Truman State University,1615
Tufts University,1616
Tulane University,1617
Turtle Mountain Community College,1618
Tusculum University,1619
Tuskegee University,1620
Tyler Junior College,1621
Union Adventist University,1622
Union College (KY),1623
Union College (NY),1624
Union Institute and University,1625
Union University,1626
United States Air Force Academy,1627
United States Coast Guard Academy,1628
United States International University--Kenya,1629
United States Merchant Marine Academy,1630
United States Military Academy at West Point,1631
United States Naval Academy,1632
United States University,1633
United Tribes Technical College,1634
Unitek College,1635
Unity Environmental University,1636
Universidad Adventista de las Antillas,1637
Universidad Ana G. Mendez--Carolina Campus,1638
Universidad Ana G. Mendez--Cupey Campus,1639
Universidad Ana G. Mendez--Gurabo Campus,1640
Universidad Central Del Caribe,1641
Universidad del Sagrado Corazon,1642
Universidad Politecnica de Puerto Rico,1643
University at Albany--SUNY,1644
University at Buffalo--SUNY,1645
University of Advancing Technology,1646
The University of Akron,1647
The University of Alabama,1648
University of Alabama at Birmingham,1649
University of Alabama at Huntsville,1650
University of Alaska--Anchorage,1651
University of Alaska--Fairbanks,1652
University of Alaska--Southeast,1653
University of Antelope Valley,1654
University of Arizona,1655
University of Arkansas,1656
University of Arkansas at Little Rock,1657
University of Arkansas for Medical Sciences,1658
University of Arkansas -- Fort Smith,1659
University of Arkansas--Monticello,1660
University of Arkansas--Pine Bluff,1661
University of Baltimore,1662
University of Bridgeport,1663
"University of California, Berkeley",1664
"University of California, Davis",1665
"University of California, Irvine",1666
"University of California, Los Angeles",1667
"University of California, Merced",1668
"University of California, Riverside",1669
"University of California, San Diego",1670
"University of California, Santa Barbara",1671
"University of California, Santa Cruz",1672
University of Central Arkansas,1673
University of Central Florida,1674
University of Central Missouri,1675
University of Central Oklahoma,1676
University of Charleston,2128
University of Chicago,1678
University of Cincinnati,1679
University of Cincinnati--UC Blue Ash College,1680
University of Colorado Boulder,1681
University of Colorado Colorado Springs,1682
University of Colorado Denver,1683
University of Connecticut,1684
University of Dallas,1685
University of Dayton,1686
University of Delaware,1687
University of Denver,1688
University of Detroit Mercy,1689
University of Dubuque,1690
University of Evansville,1691
University of Findlay,1692
University of Florida,1693
University of Georgia,1694
University of Guam,1695
University of Hartford,1696
University of Hawaii at Hilo,1697
University of Hawaii at Manoa,1698
University of Hawaii--Maui College,1699
University of Hawaii--West Oahu,1700
University of Health Sciences & Pharmacy in St. Louis,1701
University of Holy Cross,1702
University of Houston,1703
University of Houston--Clear Lake,1704
University of Houston--Downtown,1705
University of Houston--Victoria,1706
University of Idaho,1707
University of Illinois--Chicago,1708
University of Illinois--Springfield,1709
University of Illinois Urbana-Champaign,1710
University of Indianapolis,1711
University of Iowa,1712
University of Jamestown,1713
University of Kansas,1714
University of Kentucky,1715
University of La Verne,1716
University of Louisiana at Lafayette,1717
University of Louisiana at Monroe,1718
University of Louisville,1719
University of Lynchburg,1720
University of Maine,1721
University of Maine at Farmington,1722
University of Maine--Augusta,1723
University of Maine--Fort Kent,1724
University of Maine--Presque Isle,1725
University of Mary,1726
University of Mary Hardin-Baylor,1727
"University of Maryland, Baltimore",1728
"University of Maryland, Baltimore County",1729
"University of Maryland, College Park",1730
"University of Maryland, Eastern Shore",1731
University of Maryland Global Campus,1732
University of Mary Washington,1733
University of Massachusetts--Amherst,1734
University of Massachusetts--Boston,1735
University of Massachusetts--Dartmouth,1736
University of Massachusetts--Lowell,1737
University of Memphis,1738
University of Miami,1739
University of Michigan--Ann Arbor,1740
University of Michigan--Dearborn,1741
University of Michigan--Flint,1742
University of Minnesota Crookston,1743
University of Minnesota Duluth,1744
University of Minnesota Morris,1745
"University of Minnesota, Twin Cities",1746
University of Mississippi,1747
University of Missouri,1748
University of Missouri--Kansas City,1749
University of Missouri--St. Louis,1750
University of Mobile,1751
University of Montana,1752
University of Montana Western,1753
University of Montevallo,1754
University of Mount Olive,1755
University of Mount Union,1756
University of Nebraska at Kearney,1757
University of Nebraska -- Lincoln,1758
University of Nebraska Medical Center,1759
University of Nebraska Omaha,1760
"University of Nevada, Las Vegas",1761
"University of Nevada, Reno",1762
University of New England,1763
University of New Hampshire,1764
University of New Hampshire at Manchester,1765
University of New Haven,1766
University of New Mexico,1767
University of New Orleans,1768
University of North Alabama,1769
University of North Carolina Asheville,1770
University of North Carolina at Chapel Hill,1771
University of North Carolina at Greensboro,1772
University of North Carolina--Charlotte,1773
University of North Carolina--Pembroke,1774
University of North Carolina School of the Arts,1775
University of North Carolina--Wilmington,1776
University of North Dakota,1777
University of Northern Colorado,1778
University of Northern Iowa,1779
University of North Florida,1780
University of North Georgia,1781
University of North Texas,1782
University of North Texas at Dallas,1783
University of Northwestern Ohio,1784
University of Northwestern--St. Paul,1785
University of Notre Dame,1786
University of Oklahoma,1787
University of Oklahoma Health Sciences Center,1788
The University of Olivet,1789
University of Oregon,1790
University of Pennsylvania,1791
University of Pikeville,1792
University of Pittsburgh,1793
University of Pittsburgh at Bradford,1794
University of Pittsburgh at Greensburg,1795
University of Pittsburgh at Johnstown,1796
University of Portland,1797
University of Providence,1798
University of Puerto Rico--Aguadilla,1799
University of Puerto Rico--Arecibo,1800
University of Puerto Rico--Bayamon,1801
University of Puerto Rico--Cayey,1802
University of Puerto Rico--Humacao,1803
University of Puerto Rico--Mayaguez,1804
University of Puerto Rico--Ponce,1805
University of Puerto Rico--Rio Piedras,1806
University of Puerto Rico--Utuado,1807
University of Puget Sound,2068
University of Redlands,1809
University of Rhode Island,1810
University of Richmond,1811
University of Rio Grande,1812
University of Rochester,1813
University of Saint Francis,1814
University of Saint Joseph,1815
University of Saint Katherine,1816
University of Saint Mary,1817
University of San Diego,1818
University of San Francisco,1819
University of Science and Arts of Oklahoma,1820
University of Scranton,1821
University of Silicon Valley,1822
University of Sioux Falls,1823
University of South Alabama,1824
University of South Carolina,1825
University of South Carolina Aiken,1826
University of South Carolina Beaufort,1827
University of South Carolina Upstate,1828
University of South Dakota,1829
University of Southern California,1830
University of Southern Indiana,1831
University of Southern Maine,1832
University of Southern Mississippi,1833
University of South Florida,1834
University of St. Francis,1835
University of St. Thomas (MN),1836
University of St. Thomas (TX),1837
University of Tampa,1838
University of Tennessee at Chattanooga,1839
University of Tennessee at Martin,1840
University of Tennessee Health Sciences Center,1841
"University of Tennessee, Knoxville",1842
University of Tennessee Southern,1843
The University of Texas at Arlington,1844
University of Texas at Austin,1845
The University of Texas at Dallas,1846
The University of Texas at El Paso,1847
University of Texas at San Antonio,1848
The University of Texas at Tyler,1849
University of Texas Health Science Center--Houston,1850
University of Texas Health Science Center--San Antonio,1851
University of Texas Medical Branch--Galveston,1852
University of Texas Permian Basin,1853
University of Texas Rio Grande Valley,1854
University of the Arts,1855
University of the Cumberlands,1856
University of the District of Columbia,1857
University of the Incarnate Word,1858
University of the Ozarks,1859
University of the Pacific,1860
University of the Potomac,1861
The University of the South,1862
University of the Southwest,1863
University of the Virgin Islands,1864
University of the West,1865
University of Toledo,1866
University of Tulsa,1867
University of Utah,1868
University of Valley Forge,1869
University of Vermont,1870
University of Virginia,1871
University of Virginia--Wise,1872
University of Washington,2079
University of Washington Bothell,2070
University of Washington Tacoma,1875
University of West Alabama,1876
University of West Florida,1877
University of West Georgia,1878
University of Wisconsin--Eau Claire,1879
University of Wisconsin--Green Bay,1880
University of Wisconsin--La Crosse,1881
University of Wisconsin--Madison,1882
University of Wisconsin--Milwaukee,1883
University of Wisconsin--Oshkosh,1884
University of Wisconsin--Parkside,1885
University of Wisconsin--Platteville,1886
University of Wisconsin--River Falls,1887
University of Wisconsin--Stevens Point,1888
University of Wisconsin--Stout,1889
University of Wisconsin--Superior,1890
University of Wisconsin--Whitewater,1891
University of Wyoming,2140
Upper Iowa University,1893
Ursinus College,1894
Ursuline College,1895
Utah State University,1896
Utah Tech University,1897
Utah Valley University,1898
Utica University,1899
Valdosta State University,1900
Valencia College,1901
Valley City State University,1902
Valparaiso University,1903
Vanderbilt University,1904
VanderCook College of Music,1905
Vanguard University of Southern California,1906
Vassar College,1907
Vaughn College of Aeronautics and Technology,1908
Vermont State University,1909
Villa Maria College,1910
Villanova University,1911
Vincennes University,1912
Virginia Commonwealth University,1913
Virginia Military Institute,1914
Virginia State University,1915
Virginia Tech,1916
Virginia Union University,1917
Virginia Wesleyan University,1918
Viterbo University,2113
Voorhees University,1920
Wabash College,1921
Wade College,1922
Wagner College,1923
Wake Forest University,1924
Waldorf University,1925
Walla Walla University,2071
Walsh College,1927
Walsh University,1928
Warner Pacific University,1929
Warner University,1930
Warren Wilson College,1931
Wartburg College,1932
Washburn University,1933
Washington Adventist University,1934
Washington and Lee University,1935
Washington College,1936
Washington & Jefferson College,1937
Washington State University,2074
Washington University in St. Louis,1939
Wayland Baptist University,1940
Waynesburg University,1941
Wayne State College,1942
Wayne State University,1943
Webber International University,1944
Webb Institute,1945
Weber State University,1946
Webster University,1947
Welch College,1948
Wellesley College,1949
Wells College,1950
Wenatchee Valley College,2075
Wentworth Institute of Technology,1952
Wesleyan College,1953
Wesleyan University,1954
West Chester University of Pennsylvania,1955
Westcliff University,1956
West Coast University,1957
Western Carolina University,1958
Western Colorado University,1959
Western Connecticut State University,1960
Western Illinois University,1961
Western Kentucky University,1962
Western Michigan University,1963
Western Nevada College,1964
Western New England University,1965
Western New Mexico University,1966
Western Oregon University,1967
Western Washington University,2077
Westfield State University,1969
West Liberty University,2129
West Los Angeles College,1971
Westminster College (MO),1972
Westminster College (PA),1973
Westminster University (UT),1974
Westmont College,1975
West Texas A&M University,1976
West Virginia State University,2132
West Virginia University,2133
West Virginia University Institute of Technology,1979
West Virginia University--Parkersburg,1980
West Virginia Wesleyan College,2134
Whatcom Community College,1982
Wheaton College (IL),1983
Wheaton College (MA),1984
Wheeling University,1985
Whitman College,2072
Whittier College,1987
Whitworth University,2073
Wichita State University,1989
Widener University,1990
Wilberforce University,1991
Wiley College,1992
Wilkes University,1993
Willamette University,1994
William Carey University,1995
William Jewell College,1996
William & Mary,1997
William Paterson University of New Jersey,1998
William Peace University,1999
William Penn University,2000
Williams Baptist University,2001
Williams College,2002
William Woods University,2003
Wilmington College,2004
Wilmington University,2005
Wilson College,2006
Wingate University,2007
Winona State University,2008
Winston-Salem State University,2009
Winthrop University,2010
Wisconsin Lutheran College,2117
Wittenberg University,2012
Wofford College,2013
Woodbury University,2014
Worcester Polytechnic Institute,2015
Worcester State University,2016
Wright State University,2017
Xavier University,2018
Xavier University of Louisiana,2019
Yakima Valley College,2020
Yale University,2021
Yeshiva University,2022
York College--CUNY,2023
York College of Pennsylvania,2024
York University,2025
Young Harris College,2026
Youngstown State University,2027
Cascadia Community College,2038
Charter College,2040
Everett Community College,2045
Faith Evangelical College and Seminary,2048
Green River Community College,2050
Mukogawa Fort Wright Institute,2052
Perry Technical Institute,2056
Shoreline Community College,2061
Seattle Institute of Oriental Medicine,2062
Walla Walla Community College,2076
Yakima Valley Community College,2078
Chippewa Valley Technical College,2083
Gateway Technical College,2085
The Institute of Beauty and Wellness,2086
Madison Area Technical College,2088
Milwaukee Area Technical College,2090
Medical College of Wisconsin,2091
Moraine Park Technical College,2093
Northcentral Technical College,2096
Northeast Wisconsin Technical College,2097
Silver Lake College of the Holy Family,2098
Saint Norbert College,2099
Cardinal Stritch University,2100
University of Wisconsin Colleges,2101
University of Wisconsin Eau Claire,2102
University of Wisconsin Extension,2103
University of Wisconsin Green Bay,2104
University of Wisconsin La Crosse,2105
University of Wisconsin Milwaukee,2106
University of Wisconsin Oshkosh,2107
University of Wisconsin Platteville,2108
University of Wisconsin River Falls,2109
University of Wisconsin Stevens Point,2110
University of Wisconsin Superior,2111
University of Wisconsin Whitewater,2112
Waukesha County Technical College,2114
"University of Wisconsin, Madison",2115
Wisconsin Indianhead Technical College,2116
Wisconsin Technical College System,2118
Western Technical College,2119
American Public University System,2120
Eastern West Virgina Community and Technical College,2122
Ohio Valley University,2125
Pierpont Community and Technical College,2126
Wheeling Jesuit University,2130
West Virginia Northern Community College,2131
Casper College,2135
Central Wyoming College,2136
National Outdoor Leadership School,2137
Northwest College,2138
Northern Wyoming Community College District,2139
