university_name,id_
Vancouver Island University,199
Vancouver Island University (VIU),200
Western University (UWO),201
Wilfrid Laurier University (WLU),202
Windsor University,203
York University,204
Yorkville University,205
Yukon University,206
target_university_list,207
university_name,208
École de technologie supérieure,209
École de technologie supérieure (ETS),210
University of Alaska,211
Alaska Christian College,212
National Park Community College,213
University of Alaska Fairbanks,214
University of Arkansas - Fort Smith,215
Alabama A&M University,216
Athens State University,217
Auburn University,218
Auburn University at Montgomery,219
Birmingham-Southern College,220
Calhoun Community College,221
Enterprise State Community College,222
Faulkner State Community College,223
Gadsden State Community College,224
Huntingdon College,225
Jacksonville State University,226
Lurleen B. Wallace Community College,227
University of Montevallo,228
Northeast Alabama Community College,229
Northwest-Shoals Community College,230
Oakwood University,231
Samford University,232
Southeastern Bible College,233
University of South Alabama,234
Trenholm State Technical College,235
Troy University,236
Tuskegee University,237
University of Alabama,238
University of Alabama at Birmingham,239
University of Alabama in Huntsville,240
University of North Alabama,241
Snead State Community College,242
Arkansas Northeastern College,243
Arkansas State University,244
Arkansas Tech University,245
Central Baptist College,246
Harding University,247
Hendrix College,248
Henderson State University,249
John Brown University,250
Lyon College,251
Mid-South Community College,252
North Arkansas College,253
Northwest Arkansas Community College,254
Northwest Technical Institute,255
Ouachita Baptist University,256
University of the Ozarks,257
Phillips Community College U of A,258
Pulaski Technical College,259
Southern Arkansas University Magnolia,260
Southeast Arkansas College,261
University of Arkansas Community College Batesville,262
University of Arkansas at Little Rock,263
University of Arkansas for Medical Sciences,264
University of Arkansas at Pine Bluff,265
University of Arkansas,266
University of Central Arkansas,267
Williams Baptist College,268
University of Arizona,269
Arizona State University,270
Arizona Western College,271
Bryan University,272
Central Arizona College,273
Glendale Community College,375
Grand Canyon University,275
Maricopa Community Colleges,276
Mesa Community College,277
Northern Arizona University,278
Northland Pioneer College,279
University of Phoenix,280
Phoenix College,281
Pima Community College,282
Prescott College,283
Rio Salado College,284
South Mountain Community College,285
University of Advancing Technology,286
Yavapai College,287
Academy of Arts University,288
Adance Computing Institute,289
Acupuncture & Integrative Medicine College,290
Alliant International University,291
Allied American University,292
Anaheim University,293
Angeles College,294
Antioch University Los Angeles,295
Argosy University,296
Art Center College of Design,297
The Art Institute,298
Ashford University,299
ATI College,300
Antelope Valley College,301
Bakersfield College,302
Barstow Community College,303
Berkeley University of California,304
Berkeley City College,305
Brandman University,306
Butte College,307
Cabrillo College,308
California Institute of the Arts,309
California Baptist University,310
California Lutheran University,311
California Miramar University,312
California Polytechnic State University,313
California State University,314
California Institute of Technology,315
Canada College,316
College of the Canyons,317
California College of the Arts,318
California Community Colleges Chanellor's Office,319
City College of San Francisco,320
Cerritos College,321
Cerro Coso Community College,322
Claremont Graduate University,323
Chaffey College,324
Chapman University,325
California Institute of Integral Studies,326
Citrus College,327
The Claremont Colleges,328
Claremont McKenna College,329
Copper Mountain College,330
Cogswell Polytechnical College,331
College of San Mateo,332
College of the Desert,333
El Camino College Compton Center,334
Contra Costa College,335
College of the Sequoias,336
Crafton Hills College,337
California State University Bakersfield,338
California State University Channel Islands,339
California State University Dominguez Hills,340
California State University East Bay,341
Fresno State,342
California State University Long Beach,343
California State University Monterey Bay,344
California State University Northridge,345
California State Polytechnic University Pomona,346
California State University Sacramento,347
California State University San Bernardino,348
California State University San Marcos,349
California State University Stanislaus,350
Cuesta College,351
Cuyamaca College,352
California Western School of Law San Diego,353
Cypress College,354
DeAnza College,355
San Joaquin Delta College,356
Dominican University of California,357
Dominican School of Philosophy and Theology,358
Diablo Valley College,359
East Los Angeles College,360
El Camino College,361
Ex'pression College,362
Foothill-De Anza Community College District,363
Fashion Institute of Design & Merchandising,364
Fielding Graduate University,365
Foothill College,366
Fresno Pacific University,367
Fresno City College,368
Frederick Taylor University,369
Fullerton College,370
Fuller Theological Seminary,371
California State University Fullerton,372
Gavilan College,373
Golden Gate Baptist Theological Seminary,374
Gnomon School of Visual Effects,376
Columbia College,1160
Golden West College,378
Grossmont College,379
Allan Hancock College,380
Hartnell College,381
Henley-Putnam University,382
Harvey Mudd College,383
Holy Names University,384
Humboldt State University,385
Humphreys College,386
Imperial Valley College,387
International Sports Sciences Association,388
International Technological University,389
Irvine Valley College,390
William Jessup University,391
John F. Kennedy University,392
Keck Graduate Institute,393
Mount Saint Mary's College,394
Los Angeles Community College District,395
Los Angeles City College,396
Los Angeles Harbor College,397
Los Angeles Mission College,398
Laney College,399
Los Angeles Southwest College,400
La Sierra University,401
Las Positas College,402
Los Angeles Trade-Tech Community College,403
Laurus College,404
Los Angeles Valley College,405
University of La Verne,406
UCLA School of Law,407
Long Beach City College,408
Life Chiropractic College West,409
Loma Linda University,410
Loyola Marymount University,411
Los Medanos College,412
Los Rios Community College District,413
Lake Tahoe Community College,414
College of Marin,415
Marymount California University,416
The Master's College,417
Merced Community College,418
Mills College,419
MiraCosta College,420
Modesto Junior College,421
Mount San Jacinto College,422
Mount San Antonio College,423
Napa Valley College,424
Notre Dame de Namur University,425
NewSchool of Architecture and Design,426
Norco College,427
Naval Postgraduate School,428
Ohlone College,429
Orange Coast College,430
Otis College of Art and Design,431
Occidental College,432
University of the Pacific,497
Pacific College of Oriental Medicine,434
Palomar College,435
Pasadena City College,436
Pepperdine University,437
Peralta Community College District,438
Pierce College,439
Pitzer College,440
Pacific Lutheran Theological Seminary,441
Point Loma Nazarene University,442
Pomona College,443
Porterville College,444
Pacific School of Religion,445
Riverside City College,446
Riverside Community College District,447
University of Redlands,448
College of the Redwoods,449
Rio Hondo College,450
Rosemead College,451
Santa Ana College,452
Saddleback College,453
University of San Diego,454
Santa Rosa Junior College,455
Santa Barbara City College,456
School of Continuing Education,457
Scripps College,458
Santa Clara University,459
Southern California University of Health Sciences,460
San Diego City College,461
San Diego Mesa College,462
San Diego State University,463
San Francisco State University,464
Shasta College,465
The Institute of Buddhist Studies,466
Sierra College,467
Simpson University,468
College of the Siskiyous,469
San Jose State University,470
Starr King School for the Ministry,471
Skyline College,472
Santa Monica College,473
San Mateo County Community College,474
Soka University of America,475
Solano Community College,476
Sonoma State University,477
Stanford University,478
Saint Mary's College,870
Taft College,480
Touro University California,481
University of California Davis,482
University of California Hastings College of the Law,483
University of California Irvine,484
University of California Los Angeles,485
University of California Los Angeles Extension,486
University of California Merced,487
University of California,496
University of California Press,489
University of California Riverside,490
University of California Santa Barbara,491
University of California Santa Cruz,492
University of California Santa Cruz Silicon Valley Extension,493
University of California San Diego,494
University of California San Francisco,495
University of Southern California,498
University of San Francisco,499
San Bernardino Valley College,500
Ventura College,501
Victor Valley College,502
West Coast Baptist College,503
Western University of Health Sciences,504
Westmont College,505
West Valley College,506
West Hills Community College District,507
Whittier College,508
West Los Angeles College,509
Yuba Community College District,510
Yosemite Community College District,511
Unitek College,512
Vanguard University,513
Southwestern College,1387
Monterey Institute of International Studies,515
Adams State University,516
Auraria Higher Education Center,517
Aims Community College,518
Arapahoe Community College,519
Community College of Aurora,520
Community College of Denver,521
Colorado Heights University,522
University of Colorado Boulder,523
Colorado College,524
Colorado Mesa University,525
Colorado State University,526
Colorado State University-Pueblo,527
University of Denver,528
Fort Lewis College,529
Front Range Community College,530
Jones International University,531
Colorado School of Mines,532
Metropolitan State University of Denver,533
Naropa University,534
Pikes Peak Community College,535
Pueblo Community College,536
Redstone College,537
Regis University,538
University of the Rockies,539
Red Rocks Community College,540
William Howard Taft University,541
University Corporation for Atmospheric Research,542
University of Colorado Colorado Springs,543
University of Colorado Denver,544
University of Northern Colorado,545
University of Colorado,546
Western State Colorado University,547
Albertus Magnus College,548
Asnuntuck Community College,549
Connecticut College,550
Eastern Connecticut State University,551
Fairfield University,552
Goodwin College,553
University of Hartford,554
Hartford Seminary,555
University of New Haven,556
Queens University of Charlotte,1269
Quinebaug Valley Community College,558
Sacred Heart University,559
Southern Connecticut State University,560
Three Rivers Community College,561
Trinity College,562
Tunxis Community College,563
University of Connecticut Health Center,564
University of Connecticut,565
University of Saint Joseph Connecticut,566
Western Connecticut State University,567
Wesleyan University,568
Yale University,569
American University,570
Carnegie Institution for Science,571
The Catholic University of America,572
Gallaudet University,573
Georgetown University,574
The George Washington University,575
Howard University,576
Johns Hopkins School of Advanced International Studies,577
University of California Washington Center,578
University of the District of Columbia,579
Delaware State University,580
Delaware Technical Community College,581
Goldey-Beacom College,582
University of Delaware,583
Wesley College,584
Wilmington University,585
Carlos Albizu University,586
Acupuncture Massage College,587
Atlantic Institute of Oriental Medicine,588
Barry University,589
Broward College,590
College of Central Florida,591
Chipola College,592
Bethune-Cookman University,593
Dade Medical College,594
Daytona State College,595
Eckerd College,596
Edison State College,597
Embry-Riddle Aeronautical University,598
Everglades University,599
Florida Atlantic University,600
Florida Gulf Coast University,601
Florida Institute of Technology,602
Florida International University,603
Flagler College,604
Florida Southern College,605
Florida National University,606
Florida State College at Jacksonville,607
Florida State University,608
Gulf Coast State College,609
Hillsborough Community College,610
Jacksonville University,611
Keiser University,612
Loraines Academy Incorporated,613
Lake Sumter State College,614
Lynn University,615
Millennia Atlantic University,616
Miami Dade College,617
University of Miami,618
Miami International University of Art and Design,619
New College of Florida,620
North Florida Community College,621
Nova Southeastern University,622
National University of Health Sciences,623
Northwest Florida State College,624
Palm Beach State College,625
Palm Beach Atlantic University,626
Pensacola State College,627
Pasco-Hernando State College,628
Ringling College of Art and Design,629
Rollins College,630
Saint Leo University,631
State College of Florida,632
Seminole State College of Florida,633
Santa Fe College,634
South Florida State College,635
Space Coast Health Institute,636
Saint Petersburg College,637
Stetson University,638
Saint Thomas University,639
Saint Vincent de Paul Regional Seminary,640
Traviss Career Center,641
University of Central Florida,642
University of Florida,643
University of North Florida,644
University of South Florida,645
University of South Florida Sarasota-Manatee,646
University of South Florida Saint Petersburg,647
University of Tampa,648
University of West Florida,649
Valencia College,650
Warner University,651
Webber International University,652
Agnes Scott College,653
Albany Technical College,654
Armstrong Atlantic State University,655
Atlanta Technical College,656
Atlanta Metropolitan State College,657
Berry College,658
Carver College,659
Child Care Education Institute,660
Central Georgia Technical College,661
Clayton State University,662
Columbus State University,663
Columbus Technical College,664
Covenant College,665
Dalton State,666
Darton State College,667
East Georgia State College,668
Emory University,669
Georgia Institute of Technology,670
Georgia College,671
Georgia Southern University,672
Georgia Gwinnett College,673
Georgia Perimeter College,674
Georgia Regents University Augusta,675
Georgia State University,676
Georgia South Western State University,677
Interactive College of Technology,678
Atlanta's John Marshall Law School,679
Kennesaw State University,680
Lanier Technical College,681
Life University,682
Mercer University,683
Middle Georgia State College,684
Morehouse College,685
Morehouse School of Medicine,686
North Georgia Technical College,687
Oglethorpe University,688
Okefenokee Technical College,689
Paine College,690
Pfeiffer University,691
Piedmont College,692
Reinhardt University,693
Savannah State University,694
Savannah College of Art and Design,695
Shorter University,696
Southeastern Technical College,697
Spelman College,698
Southern Polytechnic State University,699
Thomas University,700
University of Georgia,701
University of North Georgia,702
University System of Georgia,703
Valdosta State University,704
University of West Georgia,705
Wiregrass Georgia Technical College,706
Brigham Young University Hawaii,707
Chaminade University,708
University of Hawaii at Manoa,709
Mid-Pacific Institute,710
AIB College of Business,711
Central College,712
Coe College,713
Cornell College,714
Des Moines Area Community College,715
Dordt College,716
Drake University,717
Divine Word College,718
Eastern Iowa Community Colleges,719
Grinnell College,720
Hawkeye Community College,721
Iowa State University,722
Iowa Central Community College,723
Iowa Wesleyan College,724
Iowa Western Community College,725
Kaplan University,726
Kirkwood Community College,727
La' James College,728
Loras College,729
Luther College,730
Maharishi University of Management,731
Northeast Iowa Community College,732
Palmer College of Chiropractic,733
Saint Ambrose University,734
Simpson College,735
Southwestern Community College,1279
Univeristy of Iowa,737
Upper Iowa University,738
University of Northern Iowa,739
Wartburg College,740
Waldorf College,741
Boise State University,742
Brigham Young University Idaho,743
The College of Idaho,744
College of Southern Idaho,745
Idaho State University,746
University of Idaho,747
Augustana College,748
Aurora University,749
Benedictine University,750
Bradley University,751
City Colleges of Chicago,752
The University of Chicago Booth School of Business,753
College of Lake County,754
College of DuPage,755
Columbia College Chicago,756
Danville Area Community College,757
DePaul University,758
Dominican University,759
Eastern Illinois University,760
Elmhurst College,761
Governors State,762
Greenville College,763
The Hadley School for the Blind,764
Harper College,765
Heartland Community College,766
Illinois Central College,767
Illinois College of Optometry,768
Illinois Institute of Technology,769
University of Illinois at Urbana-Champaign,831
Illinois State University,771
Illinois Mathematics and Science Academy,772
Illinois Valley Community College,773
Illinois Wesleyan University,774
John A. Logan College,775
Joliet Junior College,776
The John Marshall Law School,777
Judson University,778
Kaskaskia College,779
Kankakee Community College,780
IIT Chicago-Kent College of Law,781
Kishwaukee College,782
Knox College,783
Lake Forest College,784
Lakeview College of Nursing,785
Lewis and Clark Community College,786
Lewis University,787
Lincoln Land Community College,788
Loyola University Chicago,789
Midwestern Career College,790
McHenry County College,791
McKendree University,792
Midwestern University,793
Monmouth College,794
Moraine Valley Community College,795
Morton College,796
Northeastern Illinois University,797
Northern Illinois University,798
National Louis University,799
North Park University,800
Northwestern University,801
Oakton Community College,802
Olivet Nazarene University,803
Chicago ORT Technical Institute,804
Prairie State College,806
Principia College,807
Resurrection University,808
Robert Morris University Illinois,809
Rockford University,810
Rock Valley College,811
Roosevelt University,812
Rosalind Franklin University,813
Saint Anthony College of Nursing,814
School of the Art Institute of Chicago,815
Saint Francis Medical Center College of Nursing,816
Shawnee Community College,817
Southeastern Illinois College,818
Southern Illinois University,819
Southern Illinois University Edwardsville,820
Spoon River College,821
South Suburban College,822
University of Saint Francis,823
Southwestern Illinois College,824
Saint Xavier University,825
Trinity Christian College,826
University of Chicago,827
University of Illinois at Chicago,828
University of Illinois,829
University of Illinois Springfield,830
Waubonsee Community College,832
Wheaton College,833
Western Illinois University,834
Saint John's College,1048
Anabaptist Mennonite Biblical Seminary,836
Anderson University,1796
Bethel College Indiana,838
Brown Mackie College,839
Ball State University,840
Butler University,841
DePauw University,842
Earlham College,843
University of Evansville,844
Goshen College,845
Grace College and Seminary,846
Hanover College,847
Harrison College,848
Holy Cross College,849
Indiana University,854
Indiana State University,851
Indiana Wesleyan University,852
Indiana University - Purdue University Fort Wayne,853
Indiana University Bloomington,855
Indiana University East,856
Indiana University Northwest,857
Indiana University - Purdue University Indianapolis,858
Indiana University Southeast,859
Indiana University South Bend,860
Ivy Tech Community College,861
Manchester University,862
Marian University Indianapolis,863
University of Notre Dame,864
Oakland City University,865
Purdue University North Central,866
Purdue University,867
Purdue University Calumet,868
Rose-Hulman Institute of Technology,869
Trine University,871
University of Indianapolis,872
University of Southern Indiana,873
Valparaiso University,874
Wabash College,875
Benedictine College,876
Butler Community College,877
Emporia State University,878
Fort Hays State University,879
Flint Hills Technical College,880
Fort Scott Community College,881
Garden City Community College,882
Hesston College,883
Highland Community College,884
Johnson County Community College,885
Kansas City Kansas Community College,886
Kansas State University,887
The University of Kansas,888
McPherson College,889
Neosho County Community College,890
Newman University,891
Pittsburg State University,892
Saint Paul School of Theology and Ministry,893
Sterling College,894
University of Saint Mary,895
Washburn University,896
Washburn University School of Law,897
Wichita State University,898
Asbury University,899
Bellarmine University,900
Berea College,901
Centre College,902
Eastern Kentucky University,903
Frontier Nursing University,904
Georgetown College,905
Kentucky Community and Technical College System,906
Kentucky Christian University,907
Kentucky State University,908
Lindsey Wilson College,909
The University of Louisville,910
Midway College,911
Morehead State University,912
Murray State University,913
Northern Kentucky University,914
The Southern Baptist Theological Seminary,915
Saint Catharine College,916
Sullivan University,917
University of the Cumberlands,918
Western Kentucky University,919
Bossier Parish Community College,920
Centenary College of Louisiana,921
Louisiana Tech University,922
Louisiana Culinary Institute,923
University of Louisiana Lafayette,924
Loyola University New Orleans,925
Louisiana State University,926
Louisiana State University - Eunice,927
LSU Health Sciences Center - New Orleans,929
Louisiana State University System,930
Nicholls State University,931
New Orleans Baptist Theological Seminary,932
Nunez Community College,933
Southeastern Louisiana University,934
Southern University,935
Tulane University,936
University of Louisiana at Monroe,937
University of New Orleans,938
Xavier University of Louisiana,939
Amherst College,940
Assumption College,941
Babson College,942
Boston College,943
Bentley University,944
Berklee College of Music,945
Berkshire Community College,946
The Boston Conservatory,947
Brandeis University,948
Bridgewater State University,949
Boston University,950
Cambridge College,951
Clark University,952
Curry College,953
Elms College,954
Emerson College,955
Emmanuel College,956
Endicott College,957
Fitchburg State University,958
Framingham State University,959
Gordon Conwell Theological Seminary,960
Gordon College,961
Hampshire College,962
Harvard University,963
Harvard Business School,964
College of the Holy Cross,965
Lesley University,966
Massachusetts Maritime Academy,967
Massachusetts Department of Higher Education,968
Massachusetts College of Art and Design,969
MassBay Community College,970
Marine Biological Laboratory,971
Merrimack Education Center,972
Merrimack College,973
MGH Institute of Health Professions,974
Milton Academy,975
Massachusetts Institute of Technology,976
Montserrat College of Art,977
Mount Ida College,978
Mount Holyoke College,979
Middlesex Community College,980
Middlesex School,981
North Bennet Street School,982
New England Law - Boston,983
Northeastern University,984
Olin College of Engineering,985
Salem State University,986
Simmons College,987
Smith College,988
Spa Tech Institute,989
Springfield College,990
Springfield Technical Community College,991
Suffolk University,992
Boston Architectural College,993
Tufts University,994
University of Massachusetts Amherst,995
University of Massachusetts Dartmouth,996
University of Massachusetts Medical School,997
University of Massachusetts,998
University of Massachusetts Boston,999
University of Massachusetts Lowell,1000
Wellesley College,1001
"Wheaton College, Norton",1002
Wheelock College,1003
Williams College,1004
Western New England University,1005
Worcester State University,1006
Worcester Polytechnic Institute,1007
Anne Arundel Community College,1008
Baltimore City Community College,1009
Bowie State University,1010
Carroll Community College,1011
The Community College of Baltimore County,1012
Chesapeake College,1013
Coppin State University,1014
College of Southern Maryland,1015
Frederick Community College,1016
Frostburg State University,1017
Garrett College,1018
Goucher College,1019
Hagerstown Community College,1020
Harford Community College,1021
Hood College,1022
Howard Community College,1023
Johns Hopkins Bloomberg School of Public Health,1024
Johns Hopkins University,1025
Loyola University Maryland,1026
Montgomery Blair High School,1027
McDaniel College,1028
Maryland Institute College of Art,1029
Montgomery College,1030
Mount Saint Mary's University,1031
Maryland University of Integrative Health,1032
Prince George's Community College,1033
Salisbury University,1034
Sojourner-Douglass College,1035
Saint Mary's College of Maryland,1036
Saint James School,1037
Towson University,1038
University of Baltimore,1039
University of Maryland,1042
University of Maryland Baltimore County,1041
University of Maryland University College,1043
University System of Maryland,1044
United States Naval Academy,1045
Washington College,1046
Wor-Wic Community College,1047
Bates College,1049
Bowdoin College,1050
Central Maine Community College,1051
College of the Atlantic,1052
Colby College,1053
Husson University,1054
Maine Maritime Academy,1055
Northern Maine Community College,1056
Saint Joseph's College,1057
Southern Maine Community College,1058
University of Maine,1059
University of Maine Fort Kent,1060
University of Maine at Presque Isle,1061
University of New England,1062
Unity College,1063
York County Community College,1064
University of Main at Augusta,1065
Adrian College,1066
Albion College,1067
Alma College,1068
Alpena Community College,1069
Andrews University,1070
Aquinas College,1071
Baker College,1072
Bay College,1073
Calvin College,1074
Central Michigan University,1075
College for Creative Studies,1076
Cornerstone University,1077
Davenport University,1078
Delta College,1079
Douglas J. Aveda Institute,1080
Eastern Michigan University,1081
Ferris State University,1082
Finlandia University,1083
Grand Rapids Community College,1084
Grand Valley State University,1085
Henry Ford College,1086
Hillsdale College,1087
Hope College,1088
Jackson College,1089
Kettering University,1090
Kalamazoo Valley Community College,1091
Kalamazoo College,1092
Lake Michigan College,1093
Lansing Community College,1094
Lake Superior State University,1095
Lawrence Technological University,1096
Macomb Community College,1097
Marygrove College,1098
Monroe County Community College,1099
Michigan State University,1100
Michigan Technological University,1101
Northwestern Michigan College,1102
Northern Michigan University,1103
Oakland Univeristy,1104
Oakland Community College,1105
Saginaw Chippewa Tribal College,1106
Saginaw Valley State University,1107
University of Detroit Mercy,1108
University of Michigan-Flint,1109
University of Michigan,1110
Wayne State,1111
Washtenaw Community College,1112
Western Michigan University,1113
Alexandria Technical & Community College,1114
Anoka-Ramsey Community College,1115
Augsburg College,1116
Bemidji State University,1117
Bethel University,1118
Carleton College,1119
Century College,1120
Central Lakes College,1121
Concordia College,1122
Crown College,1123
"College of Saint Benedict, Saint John's University",1124
Concordia University Saint Paul,1125
The College of Saint Scholastica,1126
Dakota County Technical College,1127
Gustavus Adolphus College,1128
Globe University,1129
Hamline University,1130
Inver Hills Community College,1131
Institute of Production and Recording,1132
Leech Lake Tribal College,1133
Luther Seminary,1134
Macalester College,1135
McNally Smith College of Music,1136
Mesabi Range College,1137
Metropolitan State University,1138
Minnesota State University Moorhead,1139
Minnesota State University Mankato,1140
North Hennepin Community College,1141
Normandale Community College,1142
Rasmussen College,1143
Ridgewater College,1144
Southwest Minnesota State University,1145
Saint Mary's University of Minnesota,1146
South Central College,1147
Saint Cloud State University,1148
Saint Olaf College,1149
University of Saint Thomas,1916
University of Minnesota,1151
United Theological Seminary of the Twin Cities,1152
University of Northwestern Saint Paul,1153
Walden University,1154
Winona State Unviversity,1155
Assemblies of God Theological Seminary,1156
Aquinas Institute of Theology,1157
A.T. Still University,1158
Avila University,1159
Central Methodist University,1161
Crowder College,1162
Culver-Stockton College,1163
Drury University,1164
Evangel University,1165
Fontbonne University,1166
Hannibal-LaGrange,1167
Harris-Stowe State University,1168
Jefferson College,1169
Kansas City University of Medicine and Biosciences,1170
Lincoln University,1171
Lindenwood University,1172
Linn State Technical College,1173
Maryville University,1174
Metropolitan Community College,1175
Mineral Area College,1176
Mizzou University of Missouri,1177
Missouri State University,1178
Missouri Valley College,1179
Missouri Southern State University,1180
Missouri University of Science and Technology,1181
North Central Missouri College,1182
Nazarene Theological Seminary,1183
Northwest Missouri State University,1184
Ozarks Technical Community College,1185
Park University,1186
Rockhurst University,1187
Southwest Baptist University,1188
South Central Career Center,1189
Southeast Missouri State University,1190
Saint Louis University,1191
Saint Charles Community College,1192
Saint Louis Community College,1193
Truman State University,1194
University of Central Missouri,1195
University of Missouri Kansas City,1196
University of Missouri Saint Louis,1197
University of Missouri System,1198
Webster University,1199
"Westminster College, Missouri",1200
Washington University in Saint Louis,1201
Alcorn State University,1202
Belhaven University,1203
Delta State University,1204
East Mississippi Community College,1205
Jackson State University,1206
Mississippi Gulf Coast Community College,1207
Mississippi State University,1208
Northeast Mississippi Community College,1209
The University of Mississippi,1210
Pearl River Community College,1211
Reformed Theological Seminary,1212
University of Mississippi Medical Center,1213
University of Southern Mississippi,1214
William Carey University,1215
Itawamba Community College,1216
Blackfeet Community College,1217
Carroll College,1218
Fort Peck Community College,1219
Flathead Valley Community College,1220
Miles Community College,1221
Montana State University,1222
Montana State University Billings,1223
Montana State University - Northern,1224
Montana Tech of the University of Montana,1225
Montana University System,1226
Rocky Mountain College,1227
University of Montana Helena College,1228
University of Montana,1229
University of Montana Western,1230
Asheville-Buncombe Technical Community College,1231
Alamance Community College,1232
Appalachian State University,1233
Bladen Community College,1234
Body Therapy Institute,1235
